"type","id","created","modified","created_by_ref","object_marking_refs","name","description","x_mitre_version","x_mitre_data_source_ref","spec_version","x_mitre_attack_spec_version","x_mitre_domains","x_mitre_modified_by_ref"
"x-mitre-data-component","x-mitre-data-component--74fa567d-bc90-425c-8a41-3c703abb221c","2021-10-20T15:05:19.273397Z","2021-10-20T15:05:19.273397Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Service Metadata","Contextual data about a service/daemon, which may include information such as name, service executable, start type, etc.","1.0","x-mitre-data-source--d710099e-df94-4be4-bf85-cabd30e912bb","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--5297a638-1382-4f0c-8472-0d21830bf705","2021-10-20T15:05:19.273425Z","2021-10-20T15:05:19.273425Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Service Creation","Initial construction of a new service/daemon (ex: Windows EID 4697 or /var/log daemon logs)","1.0","x-mitre-data-source--d710099e-df94-4be4-bf85-cabd30e912bb","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--66531bc6-a509-4868-8314-4d599e91d222","2021-10-20T15:05:19.273447Z","2021-10-20T15:05:19.273447Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Service Modification","Changes made to a service/daemon, such as changes to name, description, and/or start type (ex: Windows EID 7040 or /var/log daemon logs)","1.0","x-mitre-data-source--d710099e-df94-4be4-bf85-cabd30e912bb","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--3da222e6-53f3-451c-a239-0b405c009432","2021-10-20T15:05:19.273503Z","2021-10-20T15:05:19.273503Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Snapshot Creation","Initial construction of a new snapshot (ex: AWS create-snapshot)","1.0","x-mitre-data-source--6d7de3b7-283d-48f9-909c-60d123d9d768","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--f1eb6ea9-f3ab-414f-af35-2d5427199984","2021-10-20T15:05:19.273532Z","2021-10-20T15:05:19.273532Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Snapshot Modification","Changes made to a snapshop, such as metadata and control data (ex: AWS modify-snapshot-attribute)","1.0","x-mitre-data-source--6d7de3b7-283d-48f9-909c-60d123d9d768","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--16e07530-764b-4d83-bae0-cdbfc31bf21d","2021-10-20T15:05:19.273555Z","2021-10-20T15:05:19.273555Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Snapshot Deletion","Removal of a snapshot (ex: AWS delete-snapshot)","1.0","x-mitre-data-source--6d7de3b7-283d-48f9-909c-60d123d9d768","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--8bc66f94-54a9-4be4-bdd1-fe90df643774","2021-10-20T15:05:19.273578Z","2021-10-20T15:05:19.273578Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Snapshot Metadata","Contextual data about a snapshot, which may include information such as ID, type, and status","1.0","x-mitre-data-source--6d7de3b7-283d-48f9-909c-60d123d9d768","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--ffd73905-2e51-4f2d-8549-e72fb0eb6c38","2021-10-20T15:05:19.273600Z","2021-10-20T15:05:19.273600Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Snapshot Enumeration","An extracted list of snapshops within a cloud environment (ex: AWS describe-snapshots)","1.0","x-mitre-data-source--6d7de3b7-283d-48f9-909c-60d123d9d768","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--8fb2f315-1aca-4cef-ae0d-8105e1f95985","2021-10-20T15:05:19.273649Z","2021-10-20T15:05:19.273649Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Social Media","Established, compromised, or otherwise acquired social media personas","1.0","x-mitre-data-source--3bef4799-906c-409c-ac00-3fb7a1e352e6","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--639e87f3-acb6-448a-9645-258f20da4bc5","2021-10-20T15:05:19.273701Z","2021-10-20T15:05:19.273701Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","File Metadata","Contextual data about a file, which may include information such as name, the content (ex: signature, headers, or data/media), user/ower, permissions, etc.","1.0","x-mitre-data-source--509ed41e-ca42-461e-9058-24602256daf9","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--2b3bfe19-d59a-460d-93bb-2f546adc2d2c","2021-10-20T15:05:19.273724Z","2021-10-20T15:05:19.273724Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","File Creation","Initial construction of a new file (ex: Sysmon EID 11)","1.0","x-mitre-data-source--509ed41e-ca42-461e-9058-24602256daf9","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--e905dad2-00d6-477c-97e8-800427abd0e8","2021-10-20T15:05:19.273745Z","2021-10-20T15:05:19.273745Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","File Deletion","Removal of a file (ex: Sysmon EID 23)","1.0","x-mitre-data-source--509ed41e-ca42-461e-9058-24602256daf9","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--235b7491-2d2b-4617-9a52-3c0783680f71","2021-10-20T15:05:19.273770Z","2021-10-20T15:05:19.273770Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","File Access","Opening a file, which makes the file contents available to the requestor (ex: Windows EID 4663)","1.0","x-mitre-data-source--509ed41e-ca42-461e-9058-24602256daf9","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--84572de3-9583-4c73-aabd-06ea88123dd8","2021-10-20T15:05:19.273791Z","2021-10-20T15:05:19.273791Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","File Modification","Changes made to a file, or its access permissions and attributes, typically to alter the contents of the targeted file (ex: Windows EID 4670 or Sysmon EID 2)","1.0","x-mitre-data-source--509ed41e-ca42-461e-9058-24602256daf9","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--b9a1578e-8653-4103-be23-cb52e0b1816e","2021-10-20T15:05:19.273848Z","2021-10-20T15:05:19.273848Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Named Pipe Metadata","Contextual data about a named pipe on a system, including pipe name and creating process (ex: Sysmon EIDs 17-18)","1.0","x-mitre-data-source--221adcd5-cccf-44df-9be6-ef607a6e1c3c","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--7f70fae7-a68d-4730-a83a-f260b9606129","2021-10-20T15:05:19.273900Z","2021-10-20T15:05:19.273900Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Windows Registry Key Creation","Initial construction of a new Registry Key (ex: Windows EID 4656 or Sysmon EID 12)","1.0","x-mitre-data-source--0f42a24c-e035-4f93-a91c-5f7076bd8da0","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--1177a4c5-31c8-400c-8544-9071166afa0e","2021-10-20T15:05:19.273923Z","2021-10-20T15:05:19.273923Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Windows Registry Key Deletion","Removal of a Registry Key (ex: Windows EID 4658 or Sysmon EID 12)","1.0","x-mitre-data-source--0f42a24c-e035-4f93-a91c-5f7076bd8da0","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--da85d358-741a-410d-9433-20d6269a6170","2021-10-20T15:05:19.273944Z","2021-10-20T15:05:19.273944Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Windows Registry Key Modification","Changes made to a Registry Key and/or Key value (ex: Windows EID 4657 or Sysmon EID 13|14)","1.0","x-mitre-data-source--0f42a24c-e035-4f93-a91c-5f7076bd8da0","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--ed0dd8aa-1677-4551-bb7d-8da767617e1b","2021-10-20T15:05:19.273968Z","2021-10-20T15:05:19.273968Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Windows Registry Key Access","Opening a Registry Key, typically to read the associated value (ex: Windows EID 4656)","1.0","x-mitre-data-source--0f42a24c-e035-4f93-a91c-5f7076bd8da0","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--b33d36e3-d7ea-4895-8eed-19a08a8f7c4f","2021-10-20T15:05:19.274019Z","2021-10-20T15:05:19.274019Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Cloud Service Metadata","Contextual data about a cloud service and activity around it such as name, type, or purpose/function","1.0","x-mitre-data-source--b1ddede4-cafe-4955-ac4c-14b33ac3f647","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--ec0612c5-2644-4c50-bcac-82586974fedd","2021-10-20T15:05:19.274044Z","2021-10-20T15:05:19.274044Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Cloud Service Disable","Deactivation or stoppage of a cloud service (ex: AWS Cloudtrail StopLogging)","1.0","x-mitre-data-source--b1ddede4-cafe-4955-ac4c-14b33ac3f647","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--8c826308-2760-492f-9e36-4f0f7e23bcac","2021-10-20T15:05:19.274066Z","2021-10-20T15:05:19.274066Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Cloud Service Enumeration","An extracted list of cloud services (ex: AWS ECS ListServices)","1.0","x-mitre-data-source--b1ddede4-cafe-4955-ac4c-14b33ac3f647","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--e52d89f9-1710-4708-88a5-cbef77c4cd5e","2021-10-20T15:05:19.274087Z","2021-10-20T15:05:19.274087Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Cloud Service Modification","Changes made to a cloud service, including its settings and/or data (ex: AWS CloudTrail DeleteTrail or DeleteConfigRule)","1.0","x-mitre-data-source--b1ddede4-cafe-4955-ac4c-14b33ac3f647","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--18b236d8-7224-488f-9d2f-50076a0f653a","2021-10-20T15:05:19.274137Z","2021-10-20T15:05:19.274137Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Active Directory Object Creation","Initial construction of a new active directory object (ex: Windows EID 5137)","1.0","x-mitre-data-source--d6188aac-17db-4861-845f-57c369f9b4c8","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--9085a576-636a-455b-91d2-c2921bbe6d1d","2021-10-20T15:05:19.274159Z","2021-10-20T15:05:19.274159Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Active Directory Object Deletion","Removal of an active directory object (ex: Windows EID 5141)","1.0","x-mitre-data-source--d6188aac-17db-4861-845f-57c369f9b4c8","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--5b8b466b-2c81-4fe7-946f-d677a74ae3db","2021-10-20T15:05:19.274183Z","2021-10-20T15:05:19.274183Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Active Directory Object Modification","Changes made to an active directory object (ex: Windows EID 5163 or 5136)","1.0","x-mitre-data-source--d6188aac-17db-4861-845f-57c369f9b4c8","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--02d090b6-8157-48da-98a2-517f7edd49fc","2021-10-20T15:05:19.274206Z","2021-10-20T15:05:19.274206Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Active Directory Credential Request","A user requested active directory credentials, such as a ticket or token (ex: Windows EID 4769)","1.0","x-mitre-data-source--d6188aac-17db-4861-845f-57c369f9b4c8","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--5c6de881-bc70-4070-855a-7a9631a407f7","2021-10-20T15:05:19.274227Z","2021-10-20T15:05:19.274227Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Active Directory Object Access","Opening of an active directory object, typically to collect/read its value (ex: Windows EID 4661)","1.0","x-mitre-data-source--d6188aac-17db-4861-845f-57c369f9b4c8","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--f5a9a1dd-82f9-41a3-85b8-13e5b9cd6c79","2021-10-20T15:05:19.274285Z","2021-10-20T15:05:19.274285Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Driver Metadata","Contextual data about a driver and activity around it such as driver issues reporting or integrity (page hash, code) checking","1.0","x-mitre-data-source--9ec8c0d7-6137-456f-b829-c5f8b96ba054","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--3551476e-14f5-4e48-a518-e82135329e03","2021-10-20T15:05:19.274308Z","2021-10-20T15:05:19.274308Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Driver Load","Attaching a driver to either user or kernel-mode of a system (ex: Sysmon EID 6)","1.0","x-mitre-data-source--9ec8c0d7-6137-456f-b829-c5f8b96ba054","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--39b9db72-8b48-4595-a18d-db5bbba3091b","2021-10-20T15:05:19.274381Z","2021-10-20T15:05:19.274381Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Logon Session Metadata","Contextual data about a logon session, such as username, logon type, access tokens (security context, user SIDs, logon identifiers, and logon SID), and any activity associated within it","1.0","x-mitre-data-source--4358c631-e253-4557-86df-f687d0ef9891","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--9ce98c86-8d30-4043-ba54-0784d478d0b5","2021-10-20T15:05:19.274403Z","2021-10-20T15:05:19.274403Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Logon Session Creation","Initial construction of a new user logon session (ex: Windows EID 4624, /var/log/utmp, or /var/log/wmtp)","1.0","x-mitre-data-source--4358c631-e253-4557-86df-f687d0ef9891","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a","2021-10-20T15:05:19.274471Z","2021-10-20T15:05:19.274471Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Network Traffic Flow","Summarized network packet data, with metrics, such as protocol headers and volume (ex: Netflow or Zeek http.log)","1.0","x-mitre-data-source--c000cd5c-bbb3-4606-af6f-6c6d9de0bbe3","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--3772e279-27d6-477a-9fe3-c6beb363594c","2021-10-20T15:05:19.274493Z","2021-10-20T15:05:19.274493Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Network Traffic Content","Logged network traffic data showing both protocol header and body values (ex: PCAP)","1.0","x-mitre-data-source--c000cd5c-bbb3-4606-af6f-6c6d9de0bbe3","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--181a9f8c-c780-4f1f-91a8-edb770e904ba","2021-10-20T15:05:19.274515Z","2021-10-20T15:05:19.274515Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Network Connection Creation","Initial construction of a network connection, such as capturing socket information with a source/destination IP and port(s) (ex: Windows EID 5156, Sysmon EID 3, or Zeek conn.log)","1.0","x-mitre-data-source--c000cd5c-bbb3-4606-af6f-6c6d9de0bbe3","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--b5b0e8ae-7436-4951-950a-7b83c4dd3f2c","2021-10-20T15:05:19.274569Z","2021-10-20T15:05:19.274569Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Instance Creation","Initial construction of a new instance (ex: instance.insert within GCP Audit Logs)","1.0","x-mitre-data-source--45232bc0-e858-440d-aa93-d48c6cf167f0","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--45d0ff14-b9c4-41f5-8603-156657c20b75","2021-10-20T15:05:19.274591Z","2021-10-20T15:05:19.274591Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Instance Modification","Changes made to an instance, including its settings and/or control data (ex: instance.addResourcePolicies or instances.setMetadata within GCP Audit Logs)","1.0","x-mitre-data-source--45232bc0-e858-440d-aa93-d48c6cf167f0","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--7561ed50-16cb-4826-82c7-c1ddca61785e","2021-10-20T15:05:19.274612Z","2021-10-20T15:05:19.274612Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Instance Deletion","Removal of an instance (ex: instance.delete within GCP Audit Logs)","1.0","x-mitre-data-source--45232bc0-e858-440d-aa93-d48c6cf167f0","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--45fd904d-6eb0-4b50-8478-a961f09f898b","2021-10-20T15:05:19.274633Z","2021-10-20T15:05:19.274633Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Instance Metadata","Contextual data about an instance and activity around it such as name, type, or status","1.0","x-mitre-data-source--45232bc0-e858-440d-aa93-d48c6cf167f0","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--2a80d95f-08c4-48e3-833e-151ef19d90f5","2021-10-20T15:05:19.274654Z","2021-10-20T15:05:19.274654Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Instance Enumeration","An extracted list of instances within a cloud environment (ex: instance.list within GCP Audit Logs)","1.0","x-mitre-data-source--45232bc0-e858-440d-aa93-d48c6cf167f0","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--f8213cde-6b3a-420d-9ab7-41c9af1a919f","2021-10-20T15:05:19.274676Z","2021-10-20T15:05:19.274676Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Instance Start","Activation or invocation of an instance (ex: instance.start within GCP Audit Logs)","1.0","x-mitre-data-source--45232bc0-e858-440d-aa93-d48c6cf167f0","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--1361e324-b594-4c0e-a517-20cee32b8d7f","2021-10-20T15:05:19.274698Z","2021-10-20T15:05:19.274698Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Instance Stop","Deactivation or stoppage of an instance (ex: instance.stop within GCP Audit Logs)","1.0","x-mitre-data-source--45232bc0-e858-440d-aa93-d48c6cf167f0","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--fafaa705-ec08-4405-ac62-288c252e520d","2021-10-20T15:05:19.274804Z","2021-10-20T15:05:19.274804Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Cluster Metadata","Contextual data about a cluster and activity around it such as name, namespace, age, or status","1.0","x-mitre-data-source--c3af32ff-65c5-4ea8-912a-fb4a85197239","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--a5ae90ca-0c4b-481c-959f-0eb18a7ff953","2021-10-20T15:05:19.274861Z","2021-10-20T15:05:19.274861Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Container Creation","Initial construction of a new container (ex: docker create <container_name>)","1.0","x-mitre-data-source--072ec5a7-00ba-466f-9057-69751a22a967","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--df508a43-65f5-453f-8b8f-4b5d64e60a21","2021-10-20T15:05:19.274884Z","2021-10-20T15:05:19.274884Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Container Metadata","Contextual data about a container and activity around it such as name, ID, image, or status","1.0","x-mitre-data-source--072ec5a7-00ba-466f-9057-69751a22a967","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--91b3ed33-d1b5-4c4b-a896-76c55eb3cfd8","2021-10-20T15:05:19.274904Z","2021-10-20T15:05:19.274904Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Container Enumeration","An extracted list of containers (ex: docker ps)","1.0","x-mitre-data-source--072ec5a7-00ba-466f-9057-69751a22a967","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--5fe82895-28e5-4aac-845e-dc886b63be2e","2021-10-20T15:05:19.274928Z","2021-10-20T15:05:19.274928Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Container Start","Activation or invocation of a container (ex: docker start or docker restart)","1.0","x-mitre-data-source--072ec5a7-00ba-466f-9057-69751a22a967","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--f5468e67-51c7-4756-9b4f-65707708e7fa","2021-10-20T15:05:19.275043Z","2021-10-20T15:05:19.275043Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Network Share Access","Opening a network share, which makes the contents available to the requestor (ex: Windows EID 5140 or 5145)","1.0","x-mitre-data-source--ba27545a-9c32-47ea-ba6a-cce50f1b326e","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
