"type","id","created","modified","mitre_attack_id","created_by_ref","object_marking_refs","source_ref","relationship_type","target_ref","spec_version","x_mitre_attack_spec_version","x_mitre_domains","x_mitre_modified_by_ref","x_mitre_version","description","external_references","x_mitre_deprecated"
"relationship","relationship--89363ca8-1cf3-4c40-972c-6e2787a05b43","2018-01-16T16:13:52.465Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c","uses","tool--a1dd2dbd-1550-44bf-abcc-1a4c52e97719","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--7a3963b8-3ffd-41a9-bd03-57cba4f03882","2018-10-17T00:14:20.652Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c","uses","tool--c8655260-9f4b-44e3-85e1-6538a5f6e4f4","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--ff4e1b0e-eea2-4329-aecc-e5353be8c1f4","2017-05-31T21:33:27.049Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542","uses","attack-pattern--6ff403bc-93e3-48be-8687-e102fdba8c88","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","[APT29](https://attack.mitre.org/groups/G0016) used UPX to pack files.","[{'url': 'http://www.slideshare.net/MatthewDunwoody1/no-easy-breach-derby-con-2016', 'description': 'Dunwoody, M. and Carr, N.. (2016, September 27). No Easy Breach DerbyCon 2016. Retrieved October 4, 2016.', 'source_name': 'Mandiant No Easy Breach'}]",""
"relationship","relationship--ab51525b-93c6-4ea8-bd83-b9547f1317bb","2017-05-31T21:33:27.049Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542","uses","attack-pattern--01a5a209-b94c-450b-b7f9-946497d91055","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","[APT29](https://attack.mitre.org/groups/G0016) used WMI to steal credentials and execute backdoors at a future time.","[{'url': 'http://www.slideshare.net/MatthewDunwoody1/no-easy-breach-derby-con-2016', 'description': 'Dunwoody, M. and Carr, N.. (2016, September 27). No Easy Breach DerbyCon 2016. Retrieved October 4, 2016.', 'source_name': 'Mandiant No Easy Breach'}]",""
"relationship","relationship--410f6714-cd02-4253-b324-a8ac15e70bca","2018-04-18T17:59:24.739Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542","uses","attack-pattern--6aac77c4-eaf2-4366-8c13-ce50ab951f38","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","[APT29](https://attack.mitre.org/groups/G0016) has used spearphishing with an attachment to deliver files with exploits to initial victims.","[{'url': 'https://www.f-secure.com/documents/996508/1030745/dukes_whitepaper.pdf', 'description': 'F-Secure Labs. (2015, September 17). The Dukes: 7 years of Russian cyberespionage. Retrieved December 10, 2015.', 'source_name': 'F-Secure The Dukes'}]",""
"relationship","relationship--0585e082-8f8e-4162-b4a8-3c1cef02f7e3","2017-05-31T21:33:27.050Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542","uses","malware--e6ef745b-077f-42e1-a37d-29eecff9c754","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--a7180b8e-c580-49ab-bbfb-e56e8ab48823","2017-05-31T21:33:27.050Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542","uses","malware--cbf646f1-7db5-4dc6-808b-0094313949df","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--da3a85c7-7590-48b1-8a22-2f8b00060f83","2017-05-31T21:33:27.051Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542","uses","malware--00c3bfcb-99bd-4767-8c03-b08f585f5c8a","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--9a35b72d-f238-4214-8bd1-91b768ab277b","2018-04-18T17:59:24.739Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0","uses","malware--85b39628-204a-48d2-b377-ec368cbcb7ca","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--93b12e1a-7f21-4fa0-9b2a-c96c7c270625","2017-05-31T21:33:27.046Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--fe98767f-9df8-42b9-83c9-004b1dec8647","uses","attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","[PittyTiger](https://attack.mitre.org/groups/G0011) attempts to obtain legitimate credentials during operations.","[{'url': 'http://blog.cassidiancybersecurity.com/post/2014/07/The-Eye-of-the-Tiger2', 'description': 'Bizeul, D., Fontarensky, I., Mouchoux, R., Perigaud, F., Pernet, C. (2014, July 11). Eye of the Tiger. Retrieved September 29, 2015.', 'source_name': 'Bizeul 2014'}]",""
"relationship","relationship--8d65162b-650d-4a38-9c19-cc6c8e85a2e9","2017-05-31T21:33:27.047Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--fe98767f-9df8-42b9-83c9-004b1dec8647","uses","malware--b42378e0-f147-496f-992a-26a49705395b","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--e2ce90d2-7470-4f2d-a86c-f429b934ab35","2017-05-31T21:33:27.070Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--7ecc3b4f-5cdb-457e-b55a-df376b359446","uses","attack-pattern--f4882e23-8aa7-4b12-b28a-b349c12ee9e0","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","The [Poseidon Group](https://attack.mitre.org/groups/G0033)'s Information Gathering Tool (IGT) includes PowerShell components.","[{'url': 'https://securelist.com/poseidon-group-a-targeted-attack-boutique-specializing-in-global-cyber-espionage/73673/', 'description': ""Kaspersky Lab's Global Research and Analysis Team. (2016, February 9). Poseidon Group: a Targeted Attack Boutique specializing in global cyber-espionage. Retrieved March 16, 2016."", 'source_name': 'Kaspersky Poseidon Group'}]",""
"relationship","relationship--a442fcac-55d7-49ff-8ecf-ca61885c27e2","2017-05-31T21:33:27.059Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--5ce5392a-3a6c-4e07-9df3-9b6a9159ac45","uses","attack-pattern--43e7dc91-05b2-474c-b9ac-2ed4fe101f4d","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","An executable dropped onto victims by [Putter Panda](https://attack.mitre.org/groups/G0024) aims to inject the specified DLL into a process that would normally be accessing the network, including Outlook Express (msinm.exe), Outlook (outlook.exe), Internet Explorer (iexplore.exe), and Firefox (firefox.exe).","[{'url': 'http://cdn0.vox-cdn.com/assets/4589853/crowdstrike-intelligence-report-putter-panda.original.pdf', 'description': 'Crowdstrike Global Intelligence Team. (2014, June 9). CrowdStrike Intelligence Report: Putter Panda. Retrieved January 22, 2016.', 'source_name': 'CrowdStrike Putter Panda'}]",""
"relationship","relationship--47835d17-73e1-427f-85b0-b55b610fa9ad","2017-05-31T21:33:27.059Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--5ce5392a-3a6c-4e07-9df3-9b6a9159ac45","uses","malware--8e461ca3-0996-4e6e-a0df-e2a5bbc51ebc","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--e9d48406-947c-4d50-9539-b30c4566403b","2018-10-17T00:14:20.652Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--f40eb8ce-2a74-4e56-89a1-227021410142","uses","attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","[Rancor](https://attack.mitre.org/groups/G0075) has used cmd.exe to execute commmands.","[{'url': 'https://researchcenter.paloaltonetworks.com/2018/06/unit42-rancor-targeted-attacks-south-east-asia-using-plaintee-ddkong-malware-families/', 'description': 'Ash, B., et al. (2018, June 26). RANCOR: Targeted Attacks in South East Asia Using PLAINTEE and DDKONG Malware Families. Retrieved July 2, 2018.', 'source_name': 'Rancor Unit42 June 2018'}]",""
"relationship","relationship--6287195f-bb8e-45e2-8701-76ec2c5e7a60","2018-10-17T00:14:20.652Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--f40eb8ce-2a74-4e56-89a1-227021410142","uses","malware--21c0b55b-5ff3-4654-a05e-e3fc1ee1ce1b","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--e577372f-c3c9-4e12-9bc6-3f6a1faec0ac","2017-05-31T21:33:27.064Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--c5574ca0-d5a4-490a-b207-e4658e5fd1d7","uses","malware--bb3c1098-d654-4620-bf40-694386d28921","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--5f3eb1ae-782e-4e49-8e1e-650f3e5a1139","2018-01-16T16:13:52.465Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--d1acfbb3-647b-4723-9154-800ec119006e","uses","attack-pattern--ae676644-d2d2-41b7-af7e-9bed1b55898c","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","[Sowbug](https://attack.mitre.org/groups/G0054) extracted Word documents from a file server on a victim network.","[{'url': 'https://www.symantec.com/connect/blogs/sowbug-cyber-espionage-group-targets-south-american-and-southeast-asian-governments', 'description': 'Symantec Security Response. (2017, November 7). Sowbug: Cyber espionage group targets South American and Southeast Asian governments. Retrieved November 16, 2017.', 'source_name': 'Symantec Sowbug Nov 2017'}]",""
"relationship","relationship--e20b57e5-c010-4b9e-a04e-660daa8b5c87","2018-01-16T16:13:52.465Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--d1acfbb3-647b-4723-9154-800ec119006e","uses","attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","[Sowbug](https://attack.mitre.org/groups/G0054) obtained OS version and hardware configuration from a victim.","[{'url': 'https://www.symantec.com/connect/blogs/sowbug-cyber-espionage-group-targets-south-american-and-southeast-asian-governments', 'description': 'Symantec Security Response. (2017, November 7). Sowbug: Cyber espionage group targets South American and Southeast Asian governments. Retrieved November 16, 2017.', 'source_name': 'Symantec Sowbug Nov 2017'}]",""
"relationship","relationship--94b4648a-4108-468c-be51-cca365fd97ac","2017-05-31T21:33:27.073Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--894aab42-3371-47b1-8859-a4a074c804c8","uses","attack-pattern--01a5a209-b94c-450b-b7f9-946497d91055","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","[Stealth Falcon](https://attack.mitre.org/groups/G0038) malware gathers system information via Windows Management Instrumentation (WMI).","[{'url': 'https://citizenlab.org/2016/05/stealth-falcon/', 'description': 'Marczak, B. and Scott-Railton, J.. (2016, May 29). Keep Calm and (Don’t) Enable Macros: A New Threat Actor Targets UAE Dissidents. Retrieved June 8, 2016.', 'source_name': 'Citizen Lab Stealth Falcon May 2016'}]",""
"relationship","relationship--7ca1b40d-d1de-48ab-b8ad-023ad9877def","2017-05-31T21:33:27.069Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a","uses","attack-pattern--02fefddc-fb1b-423f-a76b-7552dd211d4d","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","[Lazarus Group](https://attack.mitre.org/groups/G0032) malware WhiskeyAlfa-Three modifies sector 0 of the Master Boot Record (MBR) to ensure that the malware will persist even if a victim machine shuts down.","[{'url': 'https://www.operationblockbuster.com/wp-content/uploads/2016/02/Operation-Blockbuster-Report.pdf', 'description': 'Novetta Threat Research Group. (2016, February 24). Operation Blockbuster: Unraveling the Long Thread of the Sony Attack. Retrieved February 25, 2016.', 'source_name': 'Novetta Blockbuster'}, {'url': 'https://operationblockbuster.com/wp-content/uploads/2016/02/Operation-Blockbuster-Destructive-Malware-Report.pdf', 'description': 'Novetta Threat Research Group. (2016, February 24). Operation Blockbuster: Destructive Malware Report. Retrieved March 2, 2016.', 'source_name': 'Novetta Blockbuster Destructive Malware'}]",""
"relationship","relationship--c055d228-a0e6-4b76-961a-1eebe99679f5","2018-04-18T17:59:24.739Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a","uses","attack-pattern--43e7dc91-05b2-474c-b9ac-2ed4fe101f4d","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","A [Lazarus Group](https://attack.mitre.org/groups/G0032) malware sample performs reflective DLL injection.","[{'url': 'https://securingtomorrow.mcafee.com/mcafee-labs/lazarus-resurfaces-targets-global-banks-bitcoin-users/', 'description': 'Sherstobitoff, R. (2018, February 12). Lazarus Resurfaces, Targets Global Banks and Bitcoin Users. Retrieved February 19, 2018.', 'source_name': 'McAfee Lazarus Resurfaces Feb 2018'}]",""
"relationship","relationship--d0327dce-ca02-48ba-8830-85fcc574113c","2018-10-17T00:14:20.652Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a","uses","attack-pattern--f3c544dc-673c-4ef3-accb-53229f1ae077","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","A Destover-like implant used by [Lazarus Group](https://attack.mitre.org/groups/G0032) can obtain the current system time and send it to the C2 server.","[{'url': 'https://securingtomorrow.mcafee.com/mcafee-labs/analyzing-operation-ghostsecret-attack-seeks-to-steal-data-worldwide/', 'description': 'Sherstobitoff, R., Malhotra, A. (2018, April 24). Analyzing Operation GhostSecret: Attack Seeks to Steal Data Worldwide. Retrieved May 16, 2018.', 'source_name': 'McAfee GhostSecret'}]",""
"relationship","relationship--42488892-2f1d-461e-9f05-3c90be8d58bb","2018-10-17T00:14:20.652Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a","uses","attack-pattern--d21a2069-23d5-4043-ad6d-64f6b644cb1a","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","[Lazarus Group](https://attack.mitre.org/groups/G0032) has used CHM files to move concealed payloads as part of.","[{'url': 'https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2018/03/07180244/Lazarus_Under_The_Hood_PDF_final.pdf', 'description': 'GReAT. (2017, April 3). Lazarus Under the Hood. Retrieved October 3, 2018.', 'source_name': 'Kaspersky Lazarus Under The Hood APR 2017'}]",""
"relationship","relationship--fa0622d6-2b58-476f-9c57-e629785b0415","2018-10-17T00:14:20.652Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a","uses","malware--1f6e3702-7ca1-4582-b2e7-4591297d05a8","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--3933f2fa-9154-4ab4-b9cc-975a1dfbecf5","2018-10-17T00:14:20.652Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a","uses","malware--7ba0fc46-197d-466d-8b9f-f1c64d5d81e5","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--cd45bd64-3793-49e7-82d0-9cdabf417d61","2018-10-17T00:14:20.652Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--32bca8ff-d900-4877-aa65-d70baa041b74","uses","attack-pattern--7fd87010-3a00-4da3-b905-410525e8ec44","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","[Leafminer](https://attack.mitre.org/groups/G0077) infected victims using JavaScript code.","[{'url': 'https://www.symantec.com/blogs/threat-intelligence/leafminer-espionage-middle-east', 'description': 'Symantec Security Response. (2018, July 25). Leafminer: New Espionage Campaigns Targeting Middle Eastern Regions. Retrieved August 28, 2018.', 'source_name': 'Symantec Leafminer July 2018'}]",""
"relationship","relationship--f1f879a7-cd1e-4865-bc6a-9b42d36df62b","2018-10-17T00:14:20.652Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--32bca8ff-d900-4877-aa65-d70baa041b74","uses","attack-pattern--1608f3e1-598a-42f4-a01a-2e252e81728f","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","[Leafminer](https://attack.mitre.org/groups/G0077) used a tool called MailSniper to search through the Exchange server mailboxes for keywords.","[{'url': 'https://www.symantec.com/blogs/threat-intelligence/leafminer-espionage-middle-east', 'description': 'Symantec Security Response. (2018, July 25). Leafminer: New Espionage Campaigns Targeting Middle Eastern Regions. Retrieved August 28, 2018.', 'source_name': 'Symantec Leafminer July 2018'}]",""
"relationship","relationship--7a64af0b-aebe-47d1-9f96-ef0ecad52df9","2018-04-18T17:59:24.739Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e","uses","attack-pattern--6aac77c4-eaf2-4366-8c13-ce50ab951f38","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","[Leviathan](https://attack.mitre.org/groups/G0065) has sent spearphishing emails with malicious attachments, including .rtf, .doc, and .xls files.","[{'url': 'https://www.proofpoint.com/us/threat-insight/post/leviathan-espionage-actor-spearphishes-maritime-and-defense-targets', 'description': 'Axel F, Pierre T. (2017, October 16). Leviathan: Espionage actor spearphishes maritime and defense targets. Retrieved February 15, 2018.', 'source_name': 'Proofpoint Leviathan Oct 2017'}]",""
"relationship","relationship--e362d1ad-5d36-4f6d-b2b0-63af2f5f08ff","2017-05-31T21:33:27.073Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--894aab42-3371-47b1-8859-a4a074c804c8","uses","attack-pattern--35dd844a-b219-4e2b-a6bb-efa9a75995a9","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","[Stealth Falcon](https://attack.mitre.org/groups/G0038) malware creates a scheduled task entitled “IE Web Cache” to execute a malicious file hourly.","[{'url': 'https://citizenlab.org/2016/05/stealth-falcon/', 'description': 'Marczak, B. and Scott-Railton, J.. (2016, May 29). Keep Calm and (Don’t) Enable Macros: A New Threat Actor Targets UAE Dissidents. Retrieved June 8, 2016.', 'source_name': 'Citizen Lab Stealth Falcon May 2016'}]",""
"relationship","relationship--4d3e4232-1330-45a9-9e90-9914eed276a5","2017-05-31T21:33:27.074Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--894aab42-3371-47b1-8859-a4a074c804c8","uses","attack-pattern--0a3ead4e-6d47-4ccb-854c-a6a4f9d96b22","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","[Stealth Falcon](https://attack.mitre.org/groups/G0038) malware gathers passwords from multiple sources, including Windows Credential Vault, Internet Explorer, Firefox, Chrome, and Outlook.","[{'url': 'https://citizenlab.org/2016/05/stealth-falcon/', 'description': 'Marczak, B. and Scott-Railton, J.. (2016, May 29). Keep Calm and (Don’t) Enable Macros: A New Threat Actor Targets UAE Dissidents. Retrieved June 8, 2016.', 'source_name': 'Citizen Lab Stealth Falcon May 2016'}]",""
"relationship","relationship--8cbb1567-70c5-4daf-b163-cbc6cc40a794","2017-05-31T21:33:27.077Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--277d2f87-2ae5-4730-a3aa-50c1fdff9656","uses","attack-pattern--0a3ead4e-6d47-4ccb-854c-a6a4f9d96b22","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","[Strider](https://attack.mitre.org/groups/G0041) has registered its persistence module on domain controllers as a Windows LSA (Local System Authority) password filter to dump credentials any time a domain, local user, or administrator logs in or changes a password.","[{'url': 'https://securelist.com/files/2016/07/The-ProjectSauron-APT_research_KL.pdf', 'description': ""Kaspersky Lab's Global Research & Analysis Team. (2016, August 9). The ProjectSauron APT. Retrieved August 17, 2016."", 'source_name': 'Kaspersky ProjectSauron Full Report'}]",""
"relationship","relationship--9b360cf4-4600-4ea8-a28c-99d91e0d1734","2017-05-31T21:33:27.075Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--5cbe0d3b-6fb1-471f-b591-4b192915116d","uses","attack-pattern--e3a12395-188d-4051-9a16-ea8e14d07b88","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","[Suckfly](https://attack.mitre.org/groups/G0039) the victim's internal network for hosts with ports 8080, 5900, and 40 open.","[{'url': 'http://www.symantec.com/connect/blogs/indian-organizations-targeted-suckfly-attacks', 'description': 'DiMaggio, J.. (2016, May 17). Indian organizations targeted in Suckfly attacks. Retrieved August 3, 2016.', 'source_name': 'Symantec Suckfly May 2016'}]",""
"relationship","relationship--c08f55ca-366b-4554-879b-1b19042f9be8","2018-04-18T17:59:24.739Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--62a64fd3-aaf7-4d09-a375-d6f8bb118481","uses","attack-pattern--f4882e23-8aa7-4b12-b28a-b349c12ee9e0","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","[TA459](https://attack.mitre.org/groups/G0062) has used PowerShell for execution of a payload.","[{'url': 'https://www.proofpoint.com/us/threat-insight/post/apt-targets-financial-analysts', 'description': 'Axel F. (2017, April 27). APT Targets Financial Analysts with CVE-2017-0199. Retrieved February 15, 2018.', 'source_name': 'Proofpoint TA459 April 2017'}]",""
