"type","id","created","modified","mitre_attack_id","aliases","name","description","external_references","created_by_ref","object_marking_refs","x_mitre_version","spec_version","x_mitre_attack_spec_version","x_mitre_domains","x_mitre_modified_by_ref","x_mitre_contributors","revoked"
"intrusion-set","intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c","2017-05-31T21:31:47.177Z","2019-04-22T15:08:48.005Z","G0004","['Ke3chang', 'APT15', 'Mirage', 'Vixen Panda', 'GREF', 'Playful Dragon', 'RoyalAPT']","Ke3chang","[Ke3chang](https://attack.mitre.org/groups/G0004) is a threat group attributed to actors operating out of China.
[Ke3chang](https://attack.mitre.org/groups/G0004) has targeted several industries, including oil, government, military, and more. (Citation: Villeneuve et al 2014) (Citation: NCC Group APT15 Alive and Strong) (Citation: APT15 Intezer June 2018)","[{'external_id': 'G0004', 'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/groups/G0004'}, {'description': '(Citation: Villeneuve et al 2014) (Citation: NCC Group APT15 Alive and Strong) (Citation: APT15 Intezer June 2018)', 'source_name': 'Ke3chang'}, {'description': '(Citation: NCC Group APT15 Alive and Strong)', 'source_name': 'APT15'}, {'description': '(Citation: NCC Group APT15 Alive and Strong)', 'source_name': 'Mirage'}, {'description': '(Citation: NCC Group APT15 Alive and Strong) (Citation: APT15 Intezer June 2018)', 'source_name': 'Vixen Panda'}, {'description': '(Citation: NCC Group APT15 Alive and Strong)', 'source_name': 'GREF'}, {'description': '(Citation: NCC Group APT15 Alive and Strong) (Citation: APT15 Intezer June 2018)', 'source_name': 'Playful Dragon'}, {'description': '(Citation: APT15 Intezer June 2018)', 'source_name': 'RoyalAPT'}, {'source_name': 'Villeneuve et al 2014', 'description': 'Villeneuve, N., Bennett, J. T., Moran, N., Haq, T., Scott, M., & Geers, K. (2014). OPERATION “KE3CHANG”: Targeted Attacks Against Ministries of Foreign Affairs. Retrieved November 12, 2014.', 'url': 'https://www.fireeye.com/content/dam/fireeye-www/global/en/current-threats/pdfs/wp-operation-ke3chang.pdf'}, {'source_name': 'NCC Group APT15 Alive and Strong', 'description': 'Smallridge, R. (2018, March 10). APT15 is alive and strong: An analysis of RoyalCli and RoyalDNS. Retrieved April 4, 2018.', 'url': 'https://www.nccgroup.trust/uk/about-us/newsroom-and-events/blogs/2018/march/apt15-is-alive-and-strong-an-analysis-of-royalcli-and-royaldns/'}, {'source_name': 'APT15 Intezer June 2018', 'description': 'Rosenberg, J. (2018, June 14). MirageFox: APT15 Resurfaces With New Tools Based On Old Ones. Retrieved September 21, 2018.', 'url': 'https://www.intezer.com/miragefox-apt15-resurfaces-with-new-tools-based-on-old-ones/'}]","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","1.1","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","",""
"intrusion-set","intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f","2019-08-26T15:03:02.577Z","2019-10-07T18:26:15.460Z","G0094","['Kimsuky', 'Velvet Chollima']","Kimsuky","[Kimsuky](https://attack.mitre.org/groups/G0094) is a North Korean-based threat group that has been active since at least September 2013. The group focuses on targeting Korean think tank as well as DPRK/nuclear-related targets. The group was attributed as the actor behind the Korea Hydro & Nuclear Power Co. compromise.(Citation: EST Kimsuky April 2019)(Citation: BRI Kimsuky April 2019)","[{'source_name': 'mitre-attack', 'external_id': 'G0094', 'url': 'https://attack.mitre.org/groups/G0094'}, {'description': '(Citation: Securelist Kimsuky Sept 2013)', 'source_name': 'Kimsuky'}, {'description': '(Citation: Zdnet Kimsuky Dec 2018)', 'source_name': 'Velvet Chollima'}, {'description': 'Alyac. (2019, April 3). Kimsuky Organization Steals Operation Stealth Power. Retrieved August 13, 2019.', 'source_name': 'EST Kimsuky April 2019', 'url': 'https://blog.alyac.co.kr/2234'}, {'description': ""BRI. (2019, April). Kimsuky unveils APT campaign 'Smoke Screen' aimed at Korea and America. Retrieved October 7, 2019."", 'source_name': 'BRI Kimsuky April 2019', 'url': 'https://brica.de/alerts/alert/public/1255063/kimsuky-unveils-apt-campaign-smoke-screen-aimed-at-korea-and-america/'}, {'description': 'Tarakanov , D.. (2013, September 11). The “Kimsuky” Operation: A North Korean APT?. Retrieved August 13, 2019.', 'source_name': 'Securelist Kimsuky Sept 2013', 'url': 'https://securelist.com/the-kimsuky-operation-a-north-korean-apt/57915/'}, {'source_name': 'Zdnet Kimsuky Dec 2018', 'description': 'Cimpanu, C.. (2018, December 5). Cyber-espionage group uses Chrome extension to infect victims. Retrieved August 26, 2019.', 'url': 'https://www.zdnet.com/article/cyber-espionage-group-uses-chrome-extension-to-infect-victims/'}]","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","1.0","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","",""
"intrusion-set","intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a","2017-05-31T21:32:03.807Z","2019-10-04T22:20:20.708Z","G0032","['Lazarus Group', 'HIDDEN COBRA', 'Guardians of Peace', 'ZINC', 'NICKEL ACADEMY']","Lazarus Group","[Lazarus Group](https://attack.mitre.org/groups/G0032) is a threat group that has been attributed to the North Korean government.(Citation: US-CERT HIDDEN COBRA June 2017) The group has been active since at least 2009 and was reportedly responsible for the November 2014 destructive wiper attack against Sony Pictures Entertainment as part of a campaign named Operation Blockbuster by Novetta. Malware used by [Lazarus Group](https://attack.mitre.org/groups/G0032) correlates to other reported campaigns, including Operation Flame, Operation 1Mission, Operation Troy, DarkSeoul, and Ten Days of Rain. (Citation: Novetta Blockbuster) In late 2017, [Lazarus Group](https://attack.mitre.org/groups/G0032) used KillDisk, a disk-wiping tool, in an attack against an online casino based in Central America. (Citation: Lazarus KillDisk)

North Korean group definitions are known to have significant overlap, and the name [Lazarus Group](https://attack.mitre.org/groups/G0032) is known to encompass a broad range of activity. Some organizations use the name Lazarus Group to refer to any activity attributed to North Korea.(Citation: US-CERT HIDDEN COBRA June 2017) Some organizations track North Korean clusters or groups such as Bluenoroff,(Citation: Kaspersky Lazarus Under The Hood Blog 2017) [APT37](https://attack.mitre.org/groups/G0067), and [APT38](https://attack.mitre.org/groups/G0082) separately, while other organizations may track some activity associated with those group names by the name Lazarus Group.","[{'external_id': 'G0032', 'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/groups/G0032'}, {'description': '(Citation: Novetta Blockbuster)', 'source_name': 'Lazarus Group'}, {'description': 'The U.S. Government refers to malicious cyber activity by the North Korean government as HIDDEN COBRA.(Citation: US-CERT HIDDEN COBRA June 2017)(Citation: US-CERT HOPLIGHT Apr 2019)', 'source_name': 'HIDDEN COBRA'}, {'description': '(Citation: US-CERT HIDDEN COBRA June 2017)', 'source_name': 'Guardians of Peace'}, {'description': '(Citation: Microsoft ZINC disruption Dec 2017)', 'source_name': 'ZINC'}, {'description': '(Citation: Secureworks NICKEL ACADEMY Dec 2017)', 'source_name': 'NICKEL ACADEMY'}, {'source_name': 'US-CERT HIDDEN COBRA June 2017', 'description': 'US-CERT. (2017, June 13). Alert (TA17-164A) HIDDEN COBRA – North Korea’s DDoS Botnet Infrastructure. Retrieved July 13, 2017.', 'url': 'https://www.us-cert.gov/ncas/alerts/TA17-164A'}, {'description': 'Novetta Threat Research Group. (2016, February 24). Operation Blockbuster: Unraveling the Long Thread of the Sony Attack. Retrieved February 25, 2016.', 'source_name': 'Novetta Blockbuster', 'url': 'https://www.operationblockbuster.com/wp-content/uploads/2016/02/Operation-Blockbuster-Report.pdf'}, {'description': 'Kálnai, P., Cherepanov A. (2018, April 03). Lazarus KillDisks Central American casino. Retrieved May 17, 2018.', 'source_name': 'Lazarus KillDisk', 'url': 'https://www.welivesecurity.com/2018/04/03/lazarus-killdisk-central-american-casino/'}, {'source_name': 'Kaspersky Lazarus Under The Hood Blog 2017', 'description': 'GReAT. (2017, April 3). Lazarus Under the Hood. Retrieved April 17, 2019.', 'url': 'https://securelist.com/lazarus-under-the-hood/77908/'}, {'source_name': 'US-CERT HOPLIGHT Apr 2019', 'description': 'US-CERT. (2019, April 10). MAR-10135536-8 – North Korean Trojan: HOPLIGHT. Retrieved April 19, 2019.', 'url': 'https://www.us-cert.gov/ncas/analysis-reports/AR19-100A'}, {'description': 'Smith, B. (2017, December 19). Microsoft and Facebook disrupt ZINC malware attack to protect customers and the internet from ongoing cyberthreats. Retrieved December 20, 2017.', 'source_name': 'Microsoft ZINC disruption Dec 2017', 'url': 'https://blogs.microsoft.com/on-the-issues/2017/12/19/microsoft-facebook-disrupt-zinc-malware-attack-protect-customers-internet-ongoing-cyberthreats/'}, {'description': 'Secureworks. (2017, December 15). Media Alert - Secureworks Discovers North Korean Cyber Threat Group, Lazarus, Spearphishing Financial Executives of Cryptocurrency Companies. Retrieved December 27, 2017.', 'source_name': 'Secureworks NICKEL ACADEMY Dec 2017', 'url': 'https://www.secureworks.com/about/press/media-alert-secureworks-discovers-north-korean-cyber-threat-group-lazarus-spearphishing'}]","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","1.2","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","",""
"intrusion-set","intrusion-set--32bca8ff-d900-4877-aa65-d70baa041b74","2018-10-17T00:14:20.652Z","2019-10-05T02:35:41.873Z","G0077","['Leafminer', 'Raspite']","Leafminer","[Leafminer](https://attack.mitre.org/groups/G0077) is an Iranian threat group that has targeted government organizations and business entities in the Middle East since at least early 2017. (Citation: Symantec Leafminer July 2018)","[{'external_id': 'G0077', 'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/groups/G0077'}, {'description': '(Citation: Symantec Leafminer July 2018)', 'source_name': 'Leafminer'}, {'description': '(Citation: Dragos Raspite Aug 2018)', 'source_name': 'Raspite'}, {'description': 'Symantec Security Response. (2018, July 25). Leafminer: New Espionage Campaigns Targeting Middle Eastern Regions. Retrieved August 28, 2018.', 'source_name': 'Symantec Leafminer July 2018', 'url': 'https://www.symantec.com/blogs/threat-intelligence/leafminer-espionage-middle-east'}, {'description': 'Dragos, Inc. (2018, August 2). RASPITE. Retrieved November 26, 2018.', 'source_name': 'Dragos Raspite Aug 2018', 'url': 'https://www.dragos.com/blog/20180802Raspite.html'}]","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","",""
"intrusion-set","intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e","2018-04-18T17:59:24.739Z","2019-09-23T13:20:20.607Z","G0065","['Leviathan', 'TEMP.Jumper', 'APT40', 'TEMP.Periscope']","Leviathan","[Leviathan](https://attack.mitre.org/groups/G0065) is a cyber espionage group that has been active since at least 2013. The group generally targets defense and government organizations, but has also targeted a range of industries including engineering firms, shipping and transportation, manufacturing, defense, government offices, and research universities in the United States, Western Europe, and along the South China Sea. (Citation: Proofpoint Leviathan Oct 2017) (Citation: FireEye Periscope March 2018)","[{'external_id': 'G0065', 'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/groups/G0065'}, {'description': '(Citation: Proofpoint Leviathan Oct 2017)', 'source_name': 'Leviathan'}, {'description': 'Leviathan was previously reported upon by FireEye as TEMP.Periscope and TEMP.Jumper.(Citation: FireEye APT40 March 2019)', 'source_name': 'TEMP.Jumper'}, {'description': ""The group identified by Proofpoint as Leviathan appears to significantly overlap with FireEye's reporting on APT40. Additionally, FireEye reporting on TEMP.Periscope (which was combined into APT40) indicated TEMP.Periscope was reported upon as Leviathan.(Citation: FireEye Periscope March 2018)(Citation: FireEye APT40 March 2019)(Citation: Proofpoint Leviathan Oct 2017)"", 'source_name': 'APT40'}, {'description': 'Leviathan was previously reported upon by FireEye as TEMP.Periscope and TEMP.Jumper.(Citation: FireEye Periscope March 2018)(Citation: FireEye APT40 March 2019)', 'source_name': 'TEMP.Periscope'}, {'description': 'Axel F, Pierre T. (2017, October 16). Leviathan: Espionage actor spearphishes maritime and defense targets. Retrieved February 15, 2018.', 'source_name': 'Proofpoint Leviathan Oct 2017', 'url': 'https://www.proofpoint.com/us/threat-insight/post/leviathan-espionage-actor-spearphishes-maritime-and-defense-targets'}, {'description': 'FireEye. (2018, March 16). Suspected Chinese Cyber Espionage Group (TEMP.Periscope) Targeting U.S. Engineering and Maritime Industries. Retrieved April 11, 2018.', 'source_name': 'FireEye Periscope March 2018', 'url': 'https://www.fireeye.com/blog/threat-research/2018/03/suspected-chinese-espionage-group-targeting-maritime-and-engineering-industries.html'}, {'source_name': 'FireEye APT40 March 2019', 'description': 'Plan, F., et all. (2019, March 4). APT40: Examining a China-Nexus Espionage Actor. Retrieved March 18, 2019.', 'url': 'https://www.fireeye.com/blog/threat-research/2019/03/apt40-examining-a-china-nexus-espionage-actor.html'}]","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.0","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['Valerii Marchuk, Cybersecurity Help s.r.o.']",""
"intrusion-set","intrusion-set--88b7dbc2-32d3-4e31-af2f-3fc24e1582d7","2017-05-31T21:32:01.092Z","2019-03-25T14:17:43.218Z","G0030","['Lotus Blossom', 'DRAGONFISH', 'Spring Dragon']","Lotus Blossom","[Lotus Blossom](https://attack.mitre.org/groups/G0030) is a threat group that has targeted government and military organizations in Southeast Asia. (Citation: Lotus Blossom Jun 2015)","[{'external_id': 'G0030', 'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/groups/G0030'}, {'description': '(Citation: Lotus Blossom Jun 2015)(Citation: Accenture Dragonfish Jan 2018)', 'source_name': 'Lotus Blossom'}, {'description': '(Citation: Accenture Dragonfish Jan 2018)', 'source_name': 'DRAGONFISH'}, {'description': '(Citation: Spring Dragon Jun 2015)(Citation: Accenture Dragonfish Jan 2018)', 'source_name': 'Spring Dragon'}, {'source_name': 'Lotus Blossom Jun 2015', 'description': 'Falcone, R., et al.. (2015, June 16). Operation Lotus Blossom. Retrieved February 15, 2016.', 'url': 'https://www.paloaltonetworks.com/resources/research/unit42-operation-lotus-blossom.html'}, {'description': 'Accenture Security. (2018, January 27). DRAGONFISH DELIVERS NEW FORM OF ELISE MALWARE TARGETING ASEAN DEFENCE MINISTERS’ MEETING AND ASSOCIATES. Retrieved November 14, 2018.', 'source_name': 'Accenture Dragonfish Jan 2018', 'url': 'https://www.accenture.com/t20180127T003755Z_w_/us-en/_acnmedia/PDF-46/Accenture-Security-Dragonfish-Threat-Analysis.pdf'}, {'source_name': 'Spring Dragon Jun 2015', 'description': 'Baumgartner, K.. (2015, June 17). The Spring Dragon APT. Retrieved February 15, 2016.', 'url': 'https://securelist.com/the-spring-dragon-apt/70726/'}]","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.0","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","",""
"intrusion-set","intrusion-set--9559ecaf-2e75-48a7-aee8-9974020bc772","2017-05-31T21:32:07.928Z","2018-10-17T00:17:13.469Z","G0042","","MONSOON","","[{'external_id': 'G0042', 'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/groups/G0042'}]","","","1.0","2.1","2.1.0","['enterprise-attack']","","","True"
"intrusion-set","intrusion-set--38863958-a201-4ce1-9dbe-539b0b6804e0","2019-09-13T12:37:10.394Z","2019-10-15T22:28:40.249Z","G0095","['Machete', 'El Machete']","Machete","[Machete](https://attack.mitre.org/groups/G0095) is a group that has been active since at least 2010, targeting high-profile government entities in Latin American countries.(Citation: Cylance Machete Mar 2017)(Citation: Securelist Machete Aug 2014)(Citation: ESET Machete July 2019)","[{'source_name': 'mitre-attack', 'external_id': 'G0095', 'url': 'https://attack.mitre.org/groups/G0095'}, {'description': '(Citation: Securelist Machete Aug 2014)(Citation: ESET Machete July 2019)', 'source_name': 'Machete'}, {'description': '(Citation: Cylance Machete Mar 2017)', 'source_name': 'El Machete'}, {'description': ""The Cylance Threat Research Team. (2017, March 22). El Machete's Malware Attacks Cut Through LATAM. Retrieved September 13, 2019."", 'source_name': 'Cylance Machete Mar 2017', 'url': 'https://threatvector.cylance.com/en_us/home/el-machete-malware-attacks-cut-through-latam.html'}, {'source_name': 'Securelist Machete Aug 2014', 'description': 'Kaspersky Global Research and Analysis Team. (2014, August 20). El Machete. Retrieved September 13, 2019.', 'url': 'https://securelist.com/el-machete/66108/'}, {'source_name': 'ESET Machete July 2019', 'description': 'ESET. (2019, July). MACHETE JUST GOT SHARPER Venezuelan government institutions under attack. Retrieved September 13, 2019.', 'url': 'https://www.welivesecurity.com/wp-content/uploads/2019/08/ESET_Machete.pdf'}]","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","1.0","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['Matias Nicolas Porolli, ESET']",""
"intrusion-set","intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13","2018-01-16T16:13:52.465Z","2019-10-15T17:33:21.974Z","G0059","['Magic Hound', 'Rocket Kitten', 'Operation Saffron Rose', 'Ajax Security Team', 'Operation Woolen-Goldfish', 'Newscaster', 'Cobalt Gypsy', 'APT35']","Magic Hound","[Magic Hound](https://attack.mitre.org/groups/G0059) is an Iranian-sponsored threat group operating primarily in the Middle East that dates back as early as 2014. The group behind the campaign has primarily targeted organizations in the energy, government, and technology sectors that are either based or have business interests in Saudi Arabia.(Citation: Unit 42 Magic Hound Feb 2017)(Citation: FireEye APT35 2018)","[{'external_id': 'G0059', 'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/groups/G0059'}, {'description': '(Citation: Unit 42 Magic Hound Feb 2017)', 'source_name': 'Magic Hound'}, {'description': 'Link analysis of infrastructure and tools revealed a potential relationship between Magic Hound and the adversary group Rocket Kitten. (Citation: Unit 42 Magic Hound Feb 2017) (Citation: ClearSky Charming Kitten Dec 2017)', 'source_name': 'Rocket Kitten'}, {'description': 'Link analysis of infrastructure and tools revealed a potential relationship between Magic Hound and the campaign Operation Saffron Rose. (Citation: Unit 42 Magic Hound Feb 2017)', 'source_name': 'Operation Saffron Rose'}, {'description': 'Link analysis of infrastructure and tools revealed a potential relationship between Magic Hound and the group Ajax Security Team. (Citation: Unit 42 Magic Hound Feb 2017)', 'source_name': 'Ajax Security Team'}, {'description': 'Link analysis of infrastructure and tools revealed a potential relationship between Magic Hound and the campaign Operation Woolen-Goldfish. (Citation: Unit 42 Magic Hound Feb 2017)', 'source_name': 'Operation Woolen-Goldfish'}, {'description': 'Link analysis of infrastructure and tools revealed a potential relationship between Magic Hound and the older attack campaign called Newscaster (aka Newscasters). (Citation: Unit 42 Magic Hound Feb 2017) (Citation: FireEye APT35 2018)', 'source_name': 'Newscaster'}, {'description': 'Based on overlapping hash values in reporting, Magic Hound activity appears to overlap with activity conducted by the group known as Cobalt Gypsy. (Citation: Secureworks Cobalt Gypsy Feb 2017)', 'source_name': 'Cobalt Gypsy'}, {'description': '(Citation: FireEye APT35 2018)', 'source_name': 'APT35'}, {'source_name': 'Unit 42 Magic Hound Feb 2017', 'description': 'Lee, B. and Falcone, R. (2017, February 15). Magic Hound Campaign Attacks Saudi Targets. Retrieved December 27, 2017.', 'url': 'https://researchcenter.paloaltonetworks.com/2017/02/unit42-magic-hound-campaign-attacks-saudi-targets/'}, {'source_name': 'FireEye APT35 2018', 'description': 'Mandiant. (2018). Mandiant M-Trends 2018. Retrieved July 9, 2018.', 'url': 'https://www.fireeye.com/content/dam/collateral/en/mtrends-2018.pdf'}, {'description': 'ClearSky Cyber Security. (2017, December). Charming Kitten. Retrieved December 27, 2017.', 'source_name': 'ClearSky Charming Kitten Dec 2017', 'url': 'http://www.clearskysec.com/wp-content/uploads/2017/12/Charming_Kitten_2017.pdf'}, {'source_name': 'Secureworks Cobalt Gypsy Feb 2017', 'description': 'Counter Threat Unit Research Team. (2017, February 15). Iranian PupyRAT Bites Middle Eastern Organizations. Retrieved December 27, 2017.', 'url': 'https://www.secureworks.com/blog/iranian-pupyrat-bites-middle-eastern-organizations'}]","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","1.1","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['Bryan Lee']",""
"intrusion-set","intrusion-set--2e5d3a83-fe00-41a5-9b60-237efc84832f","2017-05-31T21:31:46.025Z","2019-03-25T14:26:03.311Z","G0002","['Moafee']","Moafee","[Moafee](https://attack.mitre.org/groups/G0002) is a threat group that appears to operate from the Guandong Province of China. Due to overlapping TTPs, including similar custom tools, Moafee is thought to have a direct or indirect relationship with the threat group [DragonOK](https://attack.mitre.org/groups/G0017). (Citation: Haq 2014)","[{'external_id': 'G0002', 'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/groups/G0002'}, {'description': '(Citation: Haq 2014)', 'source_name': 'Moafee'}, {'source_name': 'Haq 2014', 'description': 'Haq, T., Moran, N., Scott, M., & Vashisht, S. O. (2014, September 10). The Path to Mass-Producing Cyber Attacks &#91;Blog&#93;. Retrieved November 12, 2014.', 'url': 'https://www.fireeye.com/blog/threat-research/2014/09/the-path-to-mass-producing-cyber-attacks.html'}]","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","1.0","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","",""
"intrusion-set","intrusion-set--df71bb3b-813c-45eb-a8bc-f2a419837411","2017-05-31T21:31:55.093Z","2019-03-25T14:27:23.743Z","G0021","['Molerats', 'Operation Molerats', 'Gaza Cybergang']","Molerats","[Molerats](https://attack.mitre.org/groups/G0021) is a politically-motivated threat group that has been operating since 2012. The group's victims have primarily been in the Middle East, Europe, and the United States. (Citation: DustySky) (Citation: DustySky2)","[{'external_id': 'G0021', 'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/groups/G0021'}, {'description': '(Citation: DustySky)', 'source_name': 'Molerats'}, {'description': '(Citation: FireEye Operation Molerats)', 'source_name': 'Operation Molerats'}, {'description': '(Citation: DustySky)', 'source_name': 'Gaza Cybergang'}, {'source_name': 'DustySky', 'description': 'ClearSky. (2016, January 7). Operation DustySky. Retrieved January 8, 2016.', 'url': 'https://www.clearskysec.com/wp-content/uploads/2016/01/Operation%20DustySky_TLP_WHITE.pdf'}, {'description': 'ClearSky Cybersecurity. (2016, June 9). Operation DustySky - Part 2. Retrieved August 3, 2016.', 'source_name': 'DustySky2', 'url': 'http://www.clearskysec.com/wp-content/uploads/2016/06/Operation-DustySky2_-6.2016_TLP_White.pdf'}, {'source_name': 'FireEye Operation Molerats', 'description': 'Villeneuve, N., Haq, H., Moran, N. (2013, August 23). OPERATION MOLERATS: MIDDLE EAST CYBER ATTACKS USING POISON IVY. Retrieved April 1, 2016.', 'url': 'https://www.fireeye.com/blog/threat-research/2013/08/operation-molerats-middle-east-cyber-attacks-using-poison-ivy.html'}]","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","1.0","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","",""
"intrusion-set","intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2","2018-04-18T17:59:24.739Z","2019-06-28T15:30:58.102Z","G0069","['MuddyWater', 'Seedworm', 'TEMP.Zagros']","MuddyWater","[MuddyWater](https://attack.mitre.org/groups/G0069) is an Iranian threat group that has primarily targeted Middle Eastern nations, and has also targeted European and North American nations. The group's victims are mainly in the telecommunications, government (IT services), and oil sectors. Activity from this group was previously linked to [FIN7](https://attack.mitre.org/groups/G0046), but the group is believed to be a distinct group possibly motivated by espionage.(Citation: Unit 42 MuddyWater Nov 2017)(Citation: Symantec MuddyWater Dec 2018)(Citation: ClearSky MuddyWater Nov 2018)","[{'external_id': 'G0069', 'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/groups/G0069'}, {'description': '(Citation: Unit 42 MuddyWater Nov 2017)(Citation: Symantec MuddyWater Dec 2018)', 'source_name': 'MuddyWater'}, {'description': '(Citation: Symantec MuddyWater Dec 2018)', 'source_name': 'Seedworm'}, {'description': '(Citation: FireEye MuddyWater Mar 2018)', 'source_name': 'TEMP.Zagros'}, {'description': 'Lancaster, T.. (2017, November 14). Muddying the Water: Targeted Attacks in the Middle East. Retrieved March 15, 2018.', 'source_name': 'Unit 42 MuddyWater Nov 2017', 'url': 'https://researchcenter.paloaltonetworks.com/2017/11/unit42-muddying-the-water-targeted-attacks-in-the-middle-east/'}, {'description': 'Symantec DeepSight Adversary Intelligence Team. (2018, December 10). Seedworm: Group Compromises Government Agencies, Oil & Gas, NGOs, Telecoms, and IT Firms. Retrieved December 14, 2018.', 'source_name': 'Symantec MuddyWater Dec 2018', 'url': 'https://www.symantec.com/blogs/threat-intelligence/seedworm-espionage-group'}, {'description': 'ClearSky Cyber Security. (2018, November). MuddyWater Operations in Lebanon and Oman: Using an Israeli compromised domain for a two-stage campaign. Retrieved November 29, 2018.', 'source_name': 'ClearSky MuddyWater Nov 2018', 'url': 'https://www.clearskysec.com/wp-content/uploads/2018/11/MuddyWater-Operations-in-Lebanon-and-Oman.pdf'}, {'description': 'Singh, S. et al.. (2018, March 13). Iranian Threat Group Updates Tactics, Techniques and Procedures in Spear Phishing Campaign. Retrieved April 11, 2018.', 'source_name': 'FireEye MuddyWater Mar 2018', 'url': 'https://www.fireeye.com/blog/threat-research/2018/03/iranian-threat-group-updates-ttps-in-spear-phishing-campaign.html'}]","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","",""
