"type","id","created","modified","mitre_attack_id","created_by_ref","relationship_type","source_ref","target_ref","object_marking_refs","spec_version","x_mitre_attack_spec_version","x_mitre_domains","x_mitre_modified_by_ref","x_mitre_version","description","external_references"
"relationship","relationship--cdbfa147-52be-411d-bcbd-f6dcbf91d7b5","2018-01-16T16:13:52.465Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d","attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","OilRig has encrypted and encoded data in its malware.","[{'source_name': 'Unit 42 Playbook OilRig Dec 2017', 'description': 'Unit 42. (2017, December 15). Unit 42 Playbook Viewer - Oil Rig. Retrieved December 20, 2017.', 'url': 'https://pan-unit42.github.io/playbook%20viewer/'}]"
"relationship","relationship--a24299ed-9735-453c-bd13-66269b2d5d16","2018-01-16T16:13:52.465Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d","attack-pattern--30208d3e-0d6b-43c8-883e-44462a514619","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","OilRig has used automated collection.","[{'source_name': 'Unit 42 Playbook OilRig Dec 2017', 'description': 'Unit 42. (2017, December 15). Unit 42 Playbook Viewer - Oil Rig. Retrieved December 20, 2017.', 'url': 'https://pan-unit42.github.io/playbook%20viewer/'}]"
"relationship","relationship--0fa0f5d6-be0b-4a48-938c-6d9bb8b1a170","2018-01-16T16:13:52.465Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d","attack-pattern--0a3ead4e-6d47-4ccb-854c-a6a4f9d96b22","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","OilRig has used credential dumping tools to steal credentials to accounts logged into the compromised system.","[{'source_name': 'Unit 42 Playbook OilRig Dec 2017', 'description': 'Unit 42. (2017, December 15). Unit 42 Playbook Viewer - Oil Rig. Retrieved December 20, 2017.', 'url': 'https://pan-unit42.github.io/playbook%20viewer/'}]"
"relationship","relationship--27ead6bc-2bba-49d3-bcfe-667c7654a6fc","2018-01-16T16:13:52.465Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d","attack-pattern--51dea151-0898-4a45-967c-3ebee0420484","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","OilRig has used Remote Desktop Protocol to access compromised systems.","[{'source_name': 'Unit 42 Playbook OilRig Dec 2017', 'description': 'Unit 42. (2017, December 15). Unit 42 Playbook Viewer - Oil Rig. Retrieved December 20, 2017.', 'url': 'https://pan-unit42.github.io/playbook%20viewer/'}]"
"relationship","relationship--bd83109f-198a-43b0-a4c9-c13dd671c2da","2018-01-16T16:13:52.465Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d","attack-pattern--54a649ff-439a-41a4-9856-8d144a2551ba","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","OilRig has used Putty to access compromised systems.","[{'source_name': 'Unit 42 Playbook OilRig Dec 2017', 'description': 'Unit 42. (2017, December 15). Unit 42 Playbook Viewer - Oil Rig. Retrieved December 20, 2017.', 'url': 'https://pan-unit42.github.io/playbook%20viewer/'}]"
"relationship","relationship--4fde23ab-b8db-4275-ac37-37e608cb00b0","2018-01-16T16:13:52.465Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d","attack-pattern--f4882e23-8aa7-4b12-b28a-b349c12ee9e0","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","A OilRig macro has run a PowerShell command to decode file contents.","[{'source_name': 'OilRig New Delivery Oct 2017', 'description': 'Falcone, R. and Lee, B. (2017, October 9). OilRig Group Steps Up Attacks with New Delivery Documents and New Injector Trojan. Retrieved January 8, 2018.', 'url': 'https://researchcenter.paloaltonetworks.com/2017/10/unit42-oilrig-group-steps-attacks-new-delivery-documents-new-injector-trojan/'}]"
"relationship","relationship--67469b79-67e2-4932-9776-b09a82871723","2018-01-16T16:13:52.465Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d","attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","A OilRig macro has run a PowerShell command to decode file contents.","[{'source_name': 'OilRig New Delivery Oct 2017', 'description': 'Falcone, R. and Lee, B. (2017, October 9). OilRig Group Steps Up Attacks with New Delivery Documents and New Injector Trojan. Retrieved January 8, 2018.', 'url': 'https://researchcenter.paloaltonetworks.com/2017/10/unit42-oilrig-group-steps-attacks-new-delivery-documents-new-injector-trojan/'}]"
"relationship","relationship--e8ce10b4-3b00-40c1-983a-1d87ff9a68ee","2018-01-16T16:13:52.465Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d","attack-pattern--7fd87010-3a00-4da3-b905-410525e8ec44","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","OilRig has used various types of scripting for execution, including.","[{'source_name': 'OilRig ISMAgent July 2017', 'description': 'Falcone, R. and Lee, B. (2017, July 27). OilRig Uses ISMDoor Variant; Possibly Linked to Greenbug Threat Group. Retrieved January 8, 2018.', 'url': 'https://researchcenter.paloaltonetworks.com/2017/07/unit42-oilrig-uses-ismdoor-variant-possibly-linked-greenbug-threat-group/'}]"
"relationship","relationship--ae1de9c5-6bc0-459a-b4ca-568139a5ee41","2018-01-16T16:13:52.465Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d","malware--eff1a885-6f90-42a1-901f-eef6e7a1905e","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","",""
"relationship","relationship--3beb0c09-e584-4fd8-92bb-d7a1ae9192e6","2018-01-16T16:13:52.465Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d","tool--2e45723a-31da-4a7e-aaa6-e01998a6788f","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","",""
"relationship","relationship--3fb836b7-41cf-40d1-bd56-14e45e6bbd02","2018-01-16T16:13:52.465Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d","tool--03342581-f790-4f03-ba41-e82e67392e23","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","",""
"relationship","relationship--72d6fe7e-ba33-4117-8153-64226f189ed2","2018-01-16T16:13:52.465Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d","tool--294e2560-bd48-44b2-9da2-833b5588ad11","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","",""
"relationship","relationship--5744b31d-6633-44ca-8170-17489fec124c","2018-01-16T16:13:52.465Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d","tool--4664b683-f578-434f-919b-1c1aad2a1111","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","",""
"relationship","relationship--49404706-aa42-4914-a273-2eeb217e6477","2018-01-16T16:13:52.465Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d","tool--cde2d700-9ed1-46cf-9bce-07364fe8b24f","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","",""
"relationship","relationship--fd518b7a-b35d-4689-89f6-525efbeee18f","2018-01-16T16:13:52.465Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d","tool--cf23bf4a-e003-4116-bbae-1ea6c558d565","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","",""
"relationship","relationship--e94576ee-284c-4782-a6ef-b7dd8a780254","2018-01-16T16:13:52.465Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d","tool--afc079f3-c0ea-4096-b75d-3f05338b7f60","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","",""
"relationship","relationship--00c88cab-5cb9-492a-8dce-8eab92213bc3","2018-01-16T16:13:52.465Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d","malware--5be33fef-39c0-4532-84ee-bea31e1b5324","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","",""
"relationship","relationship--34ebfdf4-ef2c-4a6c-8bfa-69704d8f7694","2018-01-16T16:13:52.465Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--efed95ba-d7e8-47ff-8c53-99c42426ee7c","malware--691c60e2-273d-4d56-9ce6-b67e0f8719ad","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","",""
"relationship","relationship--d16d59aa-f056-4cc7-9f67-0e80db9cdacb","2017-05-31T21:33:27.075Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0","attack-pattern--ca1a3f50-5ebd-41f8-8320-2c7d6a6e88be","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","Patchwork bypassed User Access Control (UAC).","[{'source_name': 'Cymmetria Patchwork', 'description': 'Cymmetria. (2016). Unveiling Patchwork - The Copy-Paste APT. Retrieved August 3, 2016.', 'url': 'https://s3-us-west-2.amazonaws.com/cymmetria-blog/public/Unveiling%20Patchwork.pdf'}]"
"relationship","relationship--c5da001c-2c17-4e83-8e5c-21863ead4bd9","2017-05-31T21:33:27.075Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0","attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","Patchwork ran a reverse shell with Meterpreter.","[{'source_name': 'Cymmetria Patchwork', 'description': 'Cymmetria. (2016). Unveiling Patchwork - The Copy-Paste APT. Retrieved August 3, 2016.', 'url': 'https://s3-us-west-2.amazonaws.com/cymmetria-blog/public/Unveiling%20Patchwork.pdf'}]"
"relationship","relationship--8e28cc53-3fd4-42ed-8516-71fd9ee57641","2017-05-31T21:33:27.075Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0","attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","Patchwork collected and exfiltrated files from the infected system.","[{'source_name': 'Cymmetria Patchwork', 'description': 'Cymmetria. (2016). Unveiling Patchwork - The Copy-Paste APT. Retrieved August 3, 2016.', 'url': 'https://s3-us-west-2.amazonaws.com/cymmetria-blog/public/Unveiling%20Patchwork.pdf'}]"
"relationship","relationship--d6e43621-ca4a-475f-b81c-037a0878728b","2017-05-31T21:33:27.075Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0","attack-pattern--f4882e23-8aa7-4b12-b28a-b349c12ee9e0","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","Patchwork used PowerSploit to download and run a reverse shell.","[{'source_name': 'Cymmetria Patchwork', 'description': 'Cymmetria. (2016). Unveiling Patchwork - The Copy-Paste APT. Retrieved August 3, 2016.', 'url': 'https://s3-us-west-2.amazonaws.com/cymmetria-blog/public/Unveiling%20Patchwork.pdf'}]"
"relationship","relationship--3f954be4-205c-4cec-92f9-36715e204a49","2017-05-31T21:33:27.076Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0","attack-pattern--9422fc14-1c43-410d-ab0f-a709b76c72dc","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","Patchwork added the path of its second-stage malware to the startup folder to achieve persistence.","[{'source_name': 'Cymmetria Patchwork', 'description': 'Cymmetria. (2016). Unveiling Patchwork - The Copy-Paste APT. Retrieved August 3, 2016.', 'url': 'https://s3-us-west-2.amazonaws.com/cymmetria-blog/public/Unveiling%20Patchwork.pdf'}]"
"relationship","relationship--2816f512-1a04-4cf8-94e9-36720b949c76","2017-05-31T21:33:27.076Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0","attack-pattern--51dea151-0898-4a45-967c-3ebee0420484","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","Patchwork attempted to use RDP to move laterally.","[{'source_name': 'Cymmetria Patchwork', 'description': 'Cymmetria. (2016). Unveiling Patchwork - The Copy-Paste APT. Retrieved August 3, 2016.', 'url': 'https://s3-us-west-2.amazonaws.com/cymmetria-blog/public/Unveiling%20Patchwork.pdf'}]"
"relationship","relationship--21caad94-1568-4e40-8e38-c0f7e854aede","2017-05-31T21:33:27.076Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0","attack-pattern--cc7b8c4e-9be0-47ca-b0bb-83915ec3ee2f","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","Patchwork used Base64 to encode C2 traffic.","[{'source_name': 'Cymmetria Patchwork', 'description': 'Cymmetria. (2016). Unveiling Patchwork - The Copy-Paste APT. Retrieved August 3, 2016.', 'url': 'https://s3-us-west-2.amazonaws.com/cymmetria-blog/public/Unveiling%20Patchwork.pdf'}]"
"relationship","relationship--e8068ad2-97b3-4693-a6ad-a8ee9a272890","2017-05-31T21:33:27.076Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0","attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","Patchwork collected the victim computer name, OS version, and architecture type and sent the information to its C2 server .","[{'source_name': 'Cymmetria Patchwork', 'description': 'Cymmetria. (2016). Unveiling Patchwork - The Copy-Paste APT. Retrieved August 3, 2016.', 'url': 'https://s3-us-west-2.amazonaws.com/cymmetria-blog/public/Unveiling%20Patchwork.pdf'}]"
"relationship","relationship--8bb44b86-379d-49ba-9b28-2451e69db30d","2017-05-31T21:33:27.076Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0","attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","Patchwork collected the victim username and whether it was running as admin, then sent the information to its C2 server.","[{'source_name': 'Cymmetria Patchwork', 'description': 'Cymmetria. (2016). Unveiling Patchwork - The Copy-Paste APT. Retrieved August 3, 2016.', 'url': 'https://s3-us-west-2.amazonaws.com/cymmetria-blog/public/Unveiling%20Patchwork.pdf'}]"
"relationship","relationship--1df7df54-c4c1-49f0-a0c3-11102db44f2c","2017-05-31T21:33:27.076Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0","attack-pattern--0a3ead4e-6d47-4ccb-854c-a6a4f9d96b22","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","Patchwork dumped the login data database from `\AppData\Local\Google\Chrome\User Data\Default\Login Data`.","[{'source_name': 'Cymmetria Patchwork', 'description': 'Cymmetria. (2016). Unveiling Patchwork - The Copy-Paste APT. Retrieved August 3, 2016.', 'url': 'https://s3-us-west-2.amazonaws.com/cymmetria-blog/public/Unveiling%20Patchwork.pdf'}]"
"relationship","relationship--6a5bc2dd-2132-4af0-9b12-0e781971d96c","2017-05-31T21:33:27.076Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0","attack-pattern--241814ae-de3f-4656-b49e-f9a80764d4b7","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","Patchwork scanned the “Program Files” directories for a directory with the string “Total Security” (the installation path of the “360 Total Security” antivirus tool).","[{'source_name': 'Cymmetria Patchwork', 'description': 'Cymmetria. (2016). Unveiling Patchwork - The Copy-Paste APT. Retrieved August 3, 2016.', 'url': 'https://s3-us-west-2.amazonaws.com/cymmetria-blog/public/Unveiling%20Patchwork.pdf'}]"
"relationship","relationship--42d4ae64-75da-4dfd-b23f-d270252115ee","2017-05-31T21:33:27.076Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0","attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","Patchwork installed its payload in the startup programs folder as ""Baidu Software Update."" The group also adds its second stage payload to the startup programs as “Net Monitor.""","[{'source_name': 'Cymmetria Patchwork', 'description': 'Cymmetria. (2016). Unveiling Patchwork - The Copy-Paste APT. Retrieved August 3, 2016.', 'url': 'https://s3-us-west-2.amazonaws.com/cymmetria-blog/public/Unveiling%20Patchwork.pdf'}]"
"relationship","relationship--0e89ca75-b73e-476e-b56d-1cf815fa7868","2017-05-31T21:33:27.077Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0","attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","A Patchwork payload has searched all fixed drives on the victim for files matching a specified list of extensions.","[{'source_name': 'Cymmetria Patchwork', 'description': 'Cymmetria. (2016). Unveiling Patchwork - The Copy-Paste APT. Retrieved August 3, 2016.', 'url': 'https://s3-us-west-2.amazonaws.com/cymmetria-blog/public/Unveiling%20Patchwork.pdf'}]"
"relationship","relationship--28139c5b-be96-44d2-8e54-425311d108d6","2017-05-31T21:33:27.077Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0","attack-pattern--1c338d0f-a65e-4073-a5c1-c06878849f21","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","A Patchwork payload uses process hollowing to hide the UAC bypass vulnerability exploitation inside svchost.exe.","[{'source_name': 'Cymmetria Patchwork', 'description': 'Cymmetria. (2016). Unveiling Patchwork - The Copy-Paste APT. Retrieved August 3, 2016.', 'url': 'https://s3-us-west-2.amazonaws.com/cymmetria-blog/public/Unveiling%20Patchwork.pdf'}]"
"relationship","relationship--891a97f1-d3e2-45ff-a079-43dcad21a175","2017-05-31T21:33:27.077Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0","attack-pattern--6ff403bc-93e3-48be-8687-e102fdba8c88","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","A Patchwork payload was packed with UPX.","[{'source_name': 'Securelist Dropping Elephant', 'description': ""Kaspersky Lab's Global Research & Analysis Team. (2016, July 8). The Dropping Elephant – aggressive cyber-espionage in the Asian region. Retrieved August 3, 2016."", 'url': 'https://securelist.com/the-dropping-elephant-actor/75328/'}]"
"relationship","relationship--da734f6c-de0d-44f1-9521-6607b800ad43","2017-05-31T21:33:27.077Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0","attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","A Patchwork payload downloads additional malware from the C2 server.","[{'source_name': 'Securelist Dropping Elephant', 'description': ""Kaspersky Lab's Global Research & Analysis Team. (2016, July 8). The Dropping Elephant – aggressive cyber-espionage in the Asian region. Retrieved August 3, 2016."", 'url': 'https://securelist.com/the-dropping-elephant-actor/75328/'}]"
"relationship","relationship--b3a9c32f-c6d0-46d4-8936-dd4fec61d305","2017-05-31T21:33:27.077Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0","attack-pattern--830c9528-df21-472c-8c14-a036bf17d665","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","Patchwork hides base64-encoded and encrypted C2 server locations in comments on legitimate websites.","[{'source_name': 'Securelist Dropping Elephant', 'description': ""Kaspersky Lab's Global Research & Analysis Team. (2016, July 8). The Dropping Elephant – aggressive cyber-espionage in the Asian region. Retrieved August 3, 2016."", 'url': 'https://securelist.com/the-dropping-elephant-actor/75328/'}]"
"relationship","relationship--93b12e1a-7f21-4fa0-9b2a-c96c7c270625","2017-05-31T21:33:27.046Z","2018-01-17T12:56:55.080Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","uses","intrusion-set--fe98767f-9df8-42b9-83c9-004b1dec8647","attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","PittyTiger attempts to obtain legitimate credentials during operations.","[{'source_name': 'Bizeul 2014', 'description': 'Bizeul, D., Fontarensky, I., Mouchoux, R., Perigaud, F., Pernet, C. (2014, July 11). Eye of the Tiger. Retrieved September 29, 2015.', 'url': 'http://blog.cassidiancybersecurity.com/post/2014/07/The-Eye-of-the-Tiger2'}]"
