"type","id","created","modified","mitre_attack_id","name","external_references","revoked","spec_version","x_mitre_attack_spec_version","x_mitre_domains","x_mitre_version","object_marking_refs","created_by_ref","description","kill_chain_phases","x_mitre_is_subtechnique","x_mitre_permissions_required","x_mitre_detection","x_mitre_data_sources","x_mitre_platforms","x_mitre_modified_by_ref","x_mitre_defense_bypassed","x_mitre_contributors","x_mitre_effective_permissions","x_mitre_impact_type","x_mitre_system_requirements","x_mitre_network_requirements","x_mitre_remote_support","x_mitre_deprecated"
"attack-pattern","attack-pattern--36675cd3-fe00-454c-8516-aebecacbe9d9","2017-12-14T16:46:06.044Z","2020-03-19T19:17:58.513Z","T1162","Login Item","[{'source_name': 'mitre-attack', 'external_id': 'T1162', 'url': 'https://attack.mitre.org/techniques/T1162'}, {'external_id': 'CAPEC-564', 'source_name': 'capec', 'url': 'https://capec.mitre.org/data/definitions/564.html'}, {'url': 'https://developer.apple.com/library/content/documentation/MacOSX/Conceptual/BPSystemStartup/Chapters/CreatingLoginItems.html', 'description': 'Apple. (2016, September 13). Adding Login Items. Retrieved July 11, 2017.', 'source_name': 'Adding Login Items'}, {'url': 'https://www.virusbulletin.com/uploads/pdf/conference/vb2014/VB2014-Wardle.pdf', 'description': 'Patrick Wardle. (2014, September). Methods of Malware Persistence on Mac OS X. Retrieved July 5, 2017.', 'source_name': 'Methods of Mac Malware Persistence'}, {'url': 'https://www.rsaconference.com/writable/presentations/file_upload/ht-r03-malware-persistence-on-os-x-yosemite_final.pdf', 'description': 'Patrick Wardle. (2015). Malware Persistence on OS X Yosemite. Retrieved July 10, 2017.', 'source_name': 'Malware Persistence on OS X'}, {'url': 'https://blog.malwarebytes.com/threat-analysis/2017/04/new-osx-dok-malware-intercepts-web-traffic/', 'description': 'Thomas Reed. (2017, July 7). New OSX.Dok malware intercepts web traffic. Retrieved July 10, 2017.', 'source_name': 'OSX.Dok Malware'}]","True","2.1","2.1.0","['enterprise-attack']","1.0","","","","","","","","","","","","","","","","","",""
"attack-pattern","attack-pattern--43ba2b05-cf72-4b6c-8243-03a4aba41ee0","2020-01-10T16:01:15.995Z","2020-03-27T16:49:15.786Z","T1037.002","Logon Script (Mac)","[{'source_name': 'mitre-attack', 'external_id': 'T1037.002', 'url': 'https://attack.mitre.org/techniques/T1037/002'}, {'url': 'https://support.apple.com/de-at/HT2420', 'description': 'Apple. (2011, June 1). Mac OS X: Creating a login hook. Retrieved July 17, 2017.', 'source_name': 'creating login hook'}, {'source_name': 'S1 macOs Persistence', 'url': 'https://www.sentinelone.com/blog/how-malware-persists-on-macos/', 'description': 'Stokes, P. (2019, July 17). How Malware Persists on macOS. Retrieved March 27, 2020.'}]","","2.1","2.1.0","['enterprise-attack']","1.0","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Adversaries may use macOS logon scripts automatically executed at logon initialization to establish persistence. macOS allows logon scripts (known as login hooks) to be executed whenever a specific user logs into a system. A login hook tells Mac OS X to execute a certain script when a user logs in, but unlike [Startup Items](T1037.005), a login hook executes as the elevated root user.(Citation: creating login hook)

Adversaries may use these login hooks to maintain persistence on a single system.(Citation: S1 macOs Persistence) Access to login hook scripts may allow an adversary to insert additional malicious code. There can only be one login hook at a time though and depending on the access configuration of the hooks, either local credentials or an administrator account may be necessary. ","[{'kill_chain_name': 'mitre-attack', 'phase_name': 'persistence'}, {'kill_chain_name': 'mitre-attack', 'phase_name': 'privilege-escalation'}]","True","","Monitor logon scripts for unusual access by abnormal users or at abnormal times. Look for files added or modified by unusual accounts outside of normal administration duties. Monitor running process for actions that could be indicative of abnormal programs or executables running upon logon.","['Process monitoring', 'File monitoring']","['macOS']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","","","","","","","",""
"attack-pattern","attack-pattern--eb125d40-0b2d-41ac-a71a-3229241c2cd3","2020-01-10T03:43:37.211Z","2020-03-24T23:45:03.153Z","T1037.001","Logon Script (Windows)","[{'source_name': 'mitre-attack', 'external_id': 'T1037.001', 'url': 'https://attack.mitre.org/techniques/T1037/001'}, {'url': 'https://technet.microsoft.com/en-us/library/cc758918(v=ws.10).aspx', 'description': 'Microsoft. (2005, January 21). Creating logon scripts. Retrieved April 27, 2016.', 'source_name': 'TechNet Logon Scripts'}, {'source_name': 'Hexacorn Logon Scripts', 'url': 'http://www.hexacorn.com/blog/2014/11/14/beyond-good-ol-run-key-part-18/', 'description': 'Hexacorn. (2014, November 14). Beyond good ol’ Run key, Part 18. Retrieved November 15, 2019.'}]","","2.1","2.1.0","['enterprise-attack']","1.0","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Adversaries may use Windows logon scripts automatically executed at logon initialization to establish persistence. Windows allows logon scripts to be run whenever a specific user or group of users log into a system.(Citation: TechNet Logon Scripts) This is done via adding a path to a script to the `HKCU\Environment\UserInitMprLogonScript` Registry key.(Citation: Hexacorn Logon Scripts)

Adversaries may use these scripts to maintain persistence on a single system. Depending on the access configuration of the logon scripts, either local credentials or an administrator account may be necessary. ","[{'kill_chain_name': 'mitre-attack', 'phase_name': 'persistence'}, {'kill_chain_name': 'mitre-attack', 'phase_name': 'privilege-escalation'}]","True","","Monitor for changes to Registry values associated with Windows logon scrips, nameley <code>HKCU\Environment\UserInitMprLogonScript</code>.

Monitor running process for actions that could be indicative of abnormal programs or executables running upon logon.","['Process monitoring', 'Windows Registry']","['Windows']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","","","","","","","",""
"attack-pattern","attack-pattern--c92e3d68-2349-49e4-a341-7edca2deff96","2020-03-27T21:50:26.042Z","2020-06-08T23:29:28.074Z","T1127.001","MSBuild","[{'source_name': 'mitre-attack', 'external_id': 'T1127.001', 'url': 'https://attack.mitre.org/techniques/T1127/001'}, {'url': 'https://msdn.microsoft.com/library/dd393574.aspx', 'description': 'Microsoft. (n.d.). MSBuild1. Retrieved November 30, 2016.', 'source_name': 'MSDN MSBuild'}, {'source_name': 'LOLBAS Msbuild', 'url': 'https://lolbas-project.github.io/lolbas/Binaries/Msbuild/', 'description': 'LOLBAS. (n.d.). Msbuild.exe. Retrieved July 31, 2019.'}]","","2.1","2.1.0","['enterprise-attack']","1.0","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Adversaries may use MSBuild to proxy execution of code through a trusted Windows utility. MSBuild.exe (Microsoft Build Engine) is a software build platform used by Visual Studio. It handles XML formatted project files that define requirements for loading and building various platforms and configurations.(Citation: MSDN MSBuild)

Adversaries can abuse MSBuild to proxy execution of malicious code. The inline task capability of MSBuild that was introduced in .NET version 4 allows for C# code to be inserted into an XML project file.(Citation: MSDN MSBuild) MSBuild will compile and execute the inline task. MSBuild.exe is a signed Microsoft binary, so when it is used this way it can execute arbitrary code and bypass application control defenses that are configured to allow MSBuild.exe execution.(Citation: LOLBAS Msbuild)","[{'phase_name': 'defense-evasion', 'kill_chain_name': 'mitre-attack'}]","True","","Use process monitoring to monitor the execution and arguments of MSBuild.exe. Compare recent invocations of those binaries with prior history of known good arguments and executed binaries to determine anomalous and potentially adversarial activity. Command arguments used before and after invocation of the utilities may also be useful in determining the origin and purpose of the binary being executed.","['Process monitoring']","['Windows']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","","","","","[' .NET Framework version 4 or higher']","","",""
"attack-pattern","attack-pattern--54b4c251-1f0e-4eba-ba6b-dbc7a6f6f06b","2020-03-15T16:21:45.131Z","2020-03-26T20:28:00.985Z","T1071.003","Mail Protocols","[{'source_name': 'mitre-attack', 'external_id': 'T1071.003', 'url': 'https://attack.mitre.org/techniques/T1071/003'}, {'url': 'https://arxiv.org/ftp/arxiv/papers/1408/1408.1136.pdf', 'description': 'Gardiner, J.,  Cova, M., Nagaraja, S. (2014, February). Command & Control Understanding, Denying and Detecting. Retrieved April 20, 2016.', 'source_name': 'University of Birmingham C2'}]","","2.1","2.1.0","['enterprise-attack']","1.0","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Adversaries may communicate using application layer protocols associated with electronic map delivery to avoid detection/network filtering by blending in with existing traffic. Commands to the remote system, and often the results of those commands, will be embedded within the protocol traffic between the client and server. 

Protocols such as SMTP/S, POP3/S, and IMAP that carry electronic mail may be very common in environments.  Packets produced from these protocols may have many fields and headers in which data can be concealed. Data could also be concealed within the email messages themselves. An adversary may abuse these protocols to communicate with systems under their control within a victim network while also mimicking normal, expected traffic. ","[{'kill_chain_name': 'mitre-attack', 'phase_name': 'command-and-control'}]","True","","Analyze network data for uncommon data flows (e.g., a client sending significantly more data than it receives from a server). Processes utilizing the network that do not normally have network communication or have never been seen before are suspicious. Analyze packet contents to detect application layer protocols that do not follow the expected protocol standards regarding syntax, structure, or any other variable adversaries could leverage to conceal data.(Citation: University of Birmingham C2)","['Network protocol analysis', 'Process monitoring', 'Process use of network', 'Netflow/Enclave netflow', 'Packet capture']","['Linux', 'macOS', 'Windows']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","","","","","","","",""
"attack-pattern","attack-pattern--8cdeb020-e31e-4f88-a582-f53dcfbda819","2020-02-18T18:03:37.481Z","2020-02-18T18:03:37.481Z","T1134.003","Make and Impersonate Token","[{'source_name': 'mitre-attack', 'external_id': 'T1134.003', 'url': 'https://attack.mitre.org/techniques/T1134/003'}, {'url': 'https://technet.microsoft.com/en-us/windows-server-docs/identity/ad-ds/manage/component-updates/command-line-process-auditing', 'description': 'Mathers, B. (2017, March 7). Command line process auditing. Retrieved April 21, 2017.', 'source_name': 'Microsoft Command-line Logging'}]","","2.1","2.1.0","['enterprise-attack']","1.0","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Adversaries may make and impersonate tokens to escalate privileges and bypass access controls. If an adversary has a username and password but the user is not logged onto the system, the adversary can then create a logon session for the user using the `LogonUser` function. The function will return a copy of the new session's access token and the adversary can use `SetThreadToken` to assign the token to a thread.","[{'kill_chain_name': 'mitre-attack', 'phase_name': 'defense-evasion'}, {'kill_chain_name': 'mitre-attack', 'phase_name': 'privilege-escalation'}]","True","['Administrator', 'User']","If an adversary is using a standard command-line shell, analysts can detect token manipulation by auditing command-line activity. Specifically, analysts should look for use of the <code>runas</code> command. Detailed command-line logging is not enabled by default in Windows.(Citation: Microsoft Command-line Logging)

If an adversary is using a payload that calls the Windows token APIs directly, analysts can detect token manipulation only through careful analysis of user network activity, examination of running processes, and correlation with other endpoint and network behavior.

Analysts can also monitor for use of Windows APIs such as <code>LogonUser</code> and <code> SetThreadToken</code> and correlate activity with other suspicious behavior to reduce false positives that may be due to normal benign use by users and administrators.","['Process command-line parameters', 'Process monitoring', 'Access tokens', 'API monitoring']","['Windows']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['Windows User Account Control', 'System access controls', 'File system access controls']","","['SYSTEM']","","","","",""
"attack-pattern","attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e","2020-03-11T14:49:36.954Z","2020-03-11T14:55:56.177Z","T1204.002","Malicious File","[{'source_name': 'mitre-attack', 'external_id': 'T1204.002', 'url': 'https://attack.mitre.org/techniques/T1204/002'}]","","2.1","2.1.0","['enterprise-attack']","1.0","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","An adversary may rely upon a user opening a malicious file in order to gain execution. Users may be subjected to social engineering to get them to open a file that will lead to code execution. This user action will typically be observed as follow-on behavior from [Spearphishing Attachment](T1566.001). Adversaries may use several types of files that require a user to execute them, including .doc, .pdf, .xls, .rtf, .scr, .exe, .lnk, .pif, and .cpl.

Adversaries may employ various forms of [Masquerading](T1036) on the file to increase the likelihood that a user will open it.

While [Malicious File](T1204.002) frequently occurs shortly after Initial Access it may occur at other phases of an intrusion, such as when an adversary places a file in a shared directory or on a user's desktop hoping that a user will click on it. This activity may also be seen shortly after [Internal Spearphishing](T1534).","[{'kill_chain_name': 'mitre-attack', 'phase_name': 'execution'}]","True","['User']","Monitor the execution of and command-line arguments for applications that may be used by an adversary to gain initial access that require user interaction. This includes compression applications, such as those for zip files, that can be used to [Deobfuscate/Decode Files or Information](https://attack.mitre.org/techniques/T1140) in payloads.

Anti-virus can potentially detect malicious documents and files that are downloaded and executed on the user's computer. Endpoint sensing or network sensing can potentially detect malicious events once the file is opened (such as a Microsoft Word document or PDF reaching out to the internet or spawning powershell.exe).","['Anti-virus', 'Process command-line parameters', 'Process monitoring']","['Linux', 'macOS', 'Windows']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","","","","","","","",""
"attack-pattern","attack-pattern--ef67e13e-5598-4adc-bdb2-998225874fa9","2020-03-11T14:43:31.706Z","2020-03-11T14:43:31.706Z","T1204.001","Malicious Link","[{'source_name': 'mitre-attack', 'external_id': 'T1204.001', 'url': 'https://attack.mitre.org/techniques/T1204/001'}]","","2.1","2.1.0","['enterprise-attack']","1.0","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","An adversary may rely upon a user clicking a malicious link in order to gain execution. Users may be subjected to social engineering to get them to click on a link that will lead to code execution. This user action will typically be observed as follow-on behavior from [Spearphishing Link](T1566.002). Clicking on a link may also lead to other execution techniques such as exploitation of a browser or application vulnerability via [Exploitation for Client Execution](T1203). Links may also lead users to download files that require execution via [Malicious File](T1204.002).","[{'kill_chain_name': 'mitre-attack', 'phase_name': 'execution'}]","True","['User']","Inspect network traffic for indications that a user visited a malicious site, such as links included in phishing campaigns directed at your organization.

Anti-virus can potentially detect malicious documents and files that are downloaded from a link and executed on the user's computer.","['Anti-virus', 'Process monitoring', 'Web proxy']","['Linux', 'macOS', 'Windows']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","","","","","","","",""
"attack-pattern","attack-pattern--544b0346-29ad-41e1-a808-501bb4193f47","2018-01-16T16:13:52.465Z","2019-07-18T15:36:27.346Z","T1185","Man in the Browser","[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/techniques/T1185', 'external_id': 'T1185'}, {'url': 'https://en.wikipedia.org/wiki/Man-in-the-browser', 'description': 'Wikipedia. (2017, October 28). Man-in-the-browser. Retrieved January 10, 2018.', 'source_name': 'Wikipedia Man in the Browser'}, {'url': 'https://www.cobaltstrike.com/help-browser-pivoting', 'description': 'Mudge, R. (n.d.). Browser Pivoting. Retrieved January 10, 2018.', 'source_name': 'Cobalt Strike Browser Pivot'}, {'url': 'https://www.icebrg.io/blog/malicious-chrome-extensions-enable-criminals-to-impact-over-half-a-million-users-and-global-businesses', 'description': 'De Tore, M., Warner, J. (2018, January 15). MALICIOUS CHROME EXTENSIONS ENABLE CRIMINALS TO IMPACT OVER HALF A MILLION USERS AND GLOBAL BUSINESSES. Retrieved January 17, 2018.', 'source_name': 'ICEBRG Chrome Extensions'}, {'url': 'https://cobaltstrike.com/downloads/csmanual38.pdf', 'description': 'Strategic Cyber LLC. (2017, March 14). Cobalt Strike Manual. Retrieved May 24, 2017.', 'source_name': 'cobaltstrike manual'}]","","2.1","2.1.0","['enterprise-attack']","1.0","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Adversaries can take advantage of security vulnerabilities and inherent functionality in browser software to change content, modify behavior, and intercept information as part of various man in the browser techniques. (Citation: Wikipedia Man in the Browser)

A specific example is when an adversary injects software into a browser that allows an them to inherit cookies, HTTP sessions, and SSL client certificates of a user and use the browser as a way to pivot into an authenticated intranet. (Citation: Cobalt Strike Browser Pivot) (Citation: ICEBRG Chrome Extensions)

Browser pivoting requires the SeDebugPrivilege and a high-integrity process to execute. Browser traffic is pivoted from the adversary's browser through the user's browser by setting up an HTTP proxy which will redirect any HTTP and HTTPS traffic. This does not alter the user's traffic in any way. The proxy connection is severed as soon as the browser is closed. Whichever browser process the proxy is injected into, the adversary assumes the security context of that process. Browsers typically create a new process for each tab that is opened and permissions and certificates are separated accordingly. With these permissions, an adversary could browse to any resource on an intranet that is accessible through the browser and which the browser has sufficient permissions, such as Sharepoint or webmail. Browser pivoting also eliminates the security provided by 2-factor authentication. (Citation: cobaltstrike manual)","[{'kill_chain_name': 'mitre-attack', 'phase_name': 'collection'}]","","['Administrator', 'SYSTEM']","This is a difficult technique to detect because adversary traffic would be masked by normal user traffic. No new processes are created and no additional software touches disk. Authentication logs can be used to audit logins to specific web applications, but determining malicious logins versus benign logins may be difficult if activity matches typical user behavior. Monitor for process injection against browser applications","['Authentication logs', 'Packet capture', 'Process monitoring', 'API monitoring']","['Windows']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","","['Justin Warner, ICEBRG']","","","","","",""
"attack-pattern","attack-pattern--035bb001-ab69-4a0b-9f6c-2de8b09e1b9d","2020-02-11T19:07:12.114Z","2020-03-31T13:54:08.535Z","T1557","Man-in-the-Middle","[{'source_name': 'mitre-attack', 'external_id': 'T1557', 'url': 'https://attack.mitre.org/techniques/T1557'}, {'external_id': 'CAPEC-94', 'source_name': 'capec', 'url': 'https://capec.mitre.org/data/definitions/94.html'}, {'source_name': 'Rapid7 MiTM Basics', 'url': 'https://www.rapid7.com/fundamentals/man-in-the-middle-attacks/', 'description': 'Rapid7. (n.d.). Man-in-the-Middle (MITM) Attacks. Retrieved March 2, 2020.'}]","","2.1","2.1.0","['enterprise-attack']","1.0","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Adversaries may attempt to position themselves between two or more networked devices using a man-in-the-middle (MiTM) technique to support follow-on behaviors such as [Network Sniffing](T1040) or [Transmitted Data Manipulation](T1565.002). By abusing features of common networking protocols that can determine the flow of network traffic (e.g. ARP, DNS, LLMNR, etc.), adversaries may force a device to communicate through an adversary controlled system so they can collect information or perform additional actions.(Citation: Rapid7 MiTM Basics)

Adversaries may leverage the MiTM position to attempt to modify traffic, such as in [Transmitted Data Manipulation](T1565.002). Adversaries can also stop traffic from flowing to the appropriate destination, causing denial of service.","[{'kill_chain_name': 'mitre-attack', 'phase_name': 'credential-access'}, {'kill_chain_name': 'mitre-attack', 'phase_name': 'collection'}]","False","['User']","Monitor network traffic for anomalies associated with known MiTM behavior. Consider monitoring for modifications to system configuration files involved in shaping network traffic flow.","['File monitoring', 'Netflow/Enclave netflow', 'Packet capture']","['Windows', 'macOS', 'Linux']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","","['Daniil Yugoslavskiy, @yugoslavskiy, Atomic Threat Coverage project']","","","","","",""
"attack-pattern","attack-pattern--7bdca9d5-d500-4d7d-8c52-5fd47baf4c0c","2020-02-10T20:30:07.426Z","2020-03-29T20:21:11.895Z","T1036.004","Masquerade Task or Service","[{'source_name': 'mitre-attack', 'external_id': 'T1036.004', 'url': 'https://attack.mitre.org/techniques/T1036/004'}, {'url': 'https://technet.microsoft.com/en-us/library/bb490996.aspx', 'description': 'Microsoft. (n.d.). Schtasks. Retrieved April 28, 2016.', 'source_name': 'TechNet Schtasks'}, {'source_name': 'Systemd Service Units', 'url': 'https://www.freedesktop.org/software/systemd/man/systemd.service.html', 'description': 'Freedesktop.org. (n.d.). systemd.service — Service unit configuration. Retrieved March 16, 2020.'}, {'url': 'http://researchcenter.paloaltonetworks.com/2016/11/unit42-shamoon-2-return-disttrack-wiper/', 'description': 'Falcone, R.. (2016, November 30). Shamoon 2: Return of the Disttrack Wiper. Retrieved January 11, 2017.', 'source_name': 'Palo Alto Shamoon Nov 2016'}, {'url': 'https://vms.drweb.com/virus/?i=4276269', 'description': 'Doctor Web. (2014, November 21). Linux.BackDoor.Fysbis.1. Retrieved December 7, 2017.', 'source_name': 'Fysbis Dr Web Analysis'}]","","2.1","2.1.0","['enterprise-attack']","1.0","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Adversaries may attempt to manipulate the name of a task or service to make it appear legitimate or benign. Tasks/services executed by the Task Scheduler or systemd will typically be given a name and/or description.(Citation: TechNet Schtasks)(Citation: Systemd Service Units) Windows services will have a service name as well as a display name. Many benign tasks and services exist that have commonly associated names. Adversaries may give tasks or services names that are similar or identical to those of legitimate ones.

Tasks or services contain other fields, such as a description, that adversaries may attempt to make appear legitimate.(Citation: Palo Alto Shamoon Nov 2016)(Citation: Fysbis Dr Web Analysis)","[{'kill_chain_name': 'mitre-attack', 'phase_name': 'defense-evasion'}]","True","['User', 'Administrator', 'SYSTEM']","Look for changes to tasks and services that do not correlate with known software, patch cycles, etc. Suspicious program execution through scheduled tasks or services may show up as outlier processes that have not been seen before when compared against historical data. Monitor processes and command-line arguments for actions that could be taken to create tasks or services. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities, such as network connections made for Command and Control, learning details about the environment through Discovery, and Lateral Movement.","['Windows Registry', 'Process monitoring', 'Process command-line parameters', 'Windows event logs']","['Windows', 'Linux']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","","","","","","","",""
"attack-pattern","attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0","2017-05-31T21:30:38.511Z","2020-06-20T22:11:46.544Z","T1036","Masquerading","[{'source_name': 'mitre-attack', 'external_id': 'T1036', 'url': 'https://attack.mitre.org/techniques/T1036'}, {'external_id': 'CAPEC-177', 'source_name': 'capec', 'url': 'https://capec.mitre.org/data/definitions/177.html'}, {'source_name': 'LOLBAS Main Site', 'url': 'https://lolbas-project.github.io/', 'description': 'LOLBAS. (n.d.). Living Off The Land Binaries and Scripts (and also Libraries). Retrieved February 10, 2020.'}, {'source_name': 'Endgame Masquerade Ball', 'description': 'Ewing, P. (2016, October 31). How to Hunt: The Masquerade Ball. Retrieved October 31, 2016.', 'url': 'http://pages.endgame.com/rs/627-YBU-612/images/EndgameJournal_The%20Masquerade%20Ball_Pages_R2.pdf'}, {'source_name': 'Twitter ItsReallyNick Masquerading Update', 'url': 'https://twitter.com/ItsReallyNick/status/1055321652777619457', 'description': 'Carr, N.. (2018, October 25). Nick Carr Status Update Masquerading. Retrieved April 22, 2019.'}]","","2.1","2.1.0","['enterprise-attack']","1.3","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Adversaries may attempt to manipulate features of their artifacts to make them appear legitimate or benign to users and/or security tools. Masquerading occurs when the name or location of an object, legitimate or malicious, is manipulated or abused for the sake of evading defenses and observation. This may include manipulating file metadata, tricking users into misidentifying the file type, and giving legitimate task or service names.

Renaming abusable system utilities to evade security monitoring is also a form of [Masquerading](T1036).(Citation: LOLBAS Main Site)","[{'kill_chain_name': 'mitre-attack', 'phase_name': 'defense-evasion'}]","False","","Collect file hashes; file names that do not match their expected hash are suspect. Perform file monitoring; files with known names but in unusual locations are suspect. Likewise, files that are modified outside of an update or patch are suspect.

If file names are mismatched between the file name on disk and that of the binary's PE metadata, this is a likely indicator that a binary was renamed after it was compiled. Collecting and comparing disk and resource filenames for binaries by looking to see if the InternalName, OriginalFilename, and/or ProductName match what is expected could provide useful leads, but may not always be indicative of malicious activity. (Citation: Endgame Masquerade Ball) Do not focus on the possible names a file could have, but instead on the command-line arguments that are known to be used and are distinct because it will have a better rate of detection.(Citation: Twitter ItsReallyNick Masquerading Update)

Look for indications of common characters that may indicate an attempt to trick users into misidentifying the file type, such as a space as the last character of a file name or the right-to-left override characters""\u202E"", ""[U+202E]"", and ""%E2%80%AE”.","['Process command-line parameters', 'File monitoring', 'Process monitoring', 'Binary file metadata']","['Linux', 'macOS', 'Windows']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['Application control by file name or path']","['Oleg Kolesnikov, Securonix', 'Nick Carr, FireEye', 'David Lu, Tripwire', 'Felipe Espósito, @Pr0teus', 'ENDGAME', 'Bartosz Jerzman']","","","","","",""
"attack-pattern","attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2","2020-02-10T20:43:10.239Z","2020-06-20T22:11:45.970Z","T1036.005","Match Legitimate Name or Location","[{'source_name': 'mitre-attack', 'external_id': 'T1036.005', 'url': 'https://attack.mitre.org/techniques/T1036/005'}, {'external_id': 'CAPEC-177', 'source_name': 'capec', 'url': 'https://capec.mitre.org/data/definitions/177.html'}, {'source_name': 'Endgame Masquerade Ball', 'description': 'Ewing, P. (2016, October 31). How to Hunt: The Masquerade Ball. Retrieved October 31, 2016.', 'url': 'http://pages.endgame.com/rs/627-YBU-612/images/EndgameJournal_The%20Masquerade%20Ball_Pages_R2.pdf'}, {'source_name': 'Twitter ItsReallyNick Masquerading Update', 'url': 'https://twitter.com/ItsReallyNick/status/1055321652777619457', 'description': 'Carr, N.. (2018, October 25). Nick Carr Status Update Masquerading. Retrieved April 22, 2019.'}]","","2.1","2.1.0","['enterprise-attack']","1.0","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Adversaries may match or approximate the name or location of legitimate files when naming/placing their files. This is done for the sake of evading defenses and observation. This may be done by placing an executable in a commonly trusted directory (ex: under System32) or giving it the name of a legitimate, trusted program (ex: svchost.exe). Alternatively, the filename given may be a close approximation of legitimate programs or something innocuous.

Adversaries may also use the same icon of the file they are trying to mimic.","[{'kill_chain_name': 'mitre-attack', 'phase_name': 'defense-evasion'}]","True","","Collect file hashes; file names that do not match their expected hash are suspect. Perform file monitoring; files with known names but in unusual locations are suspect. Likewise, files that are modified outside of an update or patch are suspect.

If file names are mismatched between the file name on disk and that of the binary's PE metadata, this is a likely indicator that a binary was renamed after it was compiled. Collecting and comparing disk and resource filenames for binaries by looking to see if the InternalName, OriginalFilename, and/or ProductName match what is expected could provide useful leads, but may not always be indicative of malicious activity. (Citation: Endgame Masquerade Ball) Do not focus on the possible names a file could have, but instead on the command-line arguments that are known to be used and are distinct because it will have a better rate of detection.(Citation: Twitter ItsReallyNick Masquerading Update)","['File monitoring', 'Process monitoring', 'Process command-line parameters', 'Binary file metadata']","['Linux', 'macOS', 'Windows']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['Application control by file name or path']","","","","","","",""
