"type","id","created","modified","object_marking_refs","name","x_mitre_version","created_by_ref","x_mitre_platforms","description","x_mitre_collection_layers","x_mitre_contributors","external_references","spec_version","x_mitre_attack_spec_version","x_mitre_domains","x_mitre_modified_by_ref"
"x-mitre-data-source","x-mitre-data-source--e8b8ede7-337b-4c0c-8c32-5c7872c1ee22","2021-10-20T15:05:19.272143Z","2021-11-10T09:30:48.697770Z","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Process","1.0","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['Windows', 'Linux', 'macOS']","Instances of computer programs that are being executed by at least one thread. Processes have memory space for process executables, loaded modules (DLLs or shared libraries), and allocated memory regions containing everything from user input to application-specific data structures(Citation: Microsoft Processes and Threads)","['Host']","['Center for Threat-Informed Defense (CTID)']","[{'url': 'https://attack.mitre.org/datasources/DS0009', 'external_id': 'DS0009', 'source_name': 'mitre-attack'}, {'url': 'https://docs.microsoft.com/en-us/windows/win32/procthread/processes-and-threads', 'description': 'Microsoft. (2018, May 31). Processes and Threads. Retrieved September 28, 2021.', 'source_name': 'Microsoft Processes and Threads'}]","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-source","x-mitre-data-source--c9ddfb51-eb45-4e22-b614-44ac1caa7883","2021-10-20T15:05:19.271574Z","2021-11-10T09:30:48.697992Z","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Scheduled Job","1.0","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['Windows', 'Linux', 'macOS', 'Containers']","Automated tasks that can be executed at a specific time or on a recurring schedule running in the background (ex: Cron daemon, task scheduler, BITS)(Citation: Microsoft Tasks)","['Host', 'Container']","['Center for Threat-Informed Defense (CTID)']","[{'url': 'https://attack.mitre.org/datasources/DS0003', 'external_id': 'DS0003', 'source_name': 'mitre-attack'}, {'url': 'https://docs.microsoft.com/en-us/windows/win32/taskschd/tasks', 'description': 'Microsoft. (2018, May 31). Tasks. Retrieved September 28, 2021.', 'source_name': 'Microsoft Tasks'}]","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-source","x-mitre-data-source--12c1e727-7fa4-49b6-af81-366ed2ce231e","2021-10-20T15:05:19.272610Z","2021-11-10T09:30:48.698144Z","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Script","1.0","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['Windows']","A file or stream containing a list of commands, allowing them to be launched in sequence(Citation: Microsoft PowerShell Logging)(Citation: FireEye PowerShell Logging)(Citation: Microsoft AMSI)","['Host']","['Center for Threat-Informed Defense (CTID)']","[{'url': 'https://attack.mitre.org/datasources/DS0012', 'external_id': 'DS0012', 'source_name': 'mitre-attack'}, {'url': 'https://docs.microsoft.com/en-us/powershell/module/microsoft.powershell.core/about/about_logging_windows?view=powershell-7', 'description': 'Microsoft. (2020, March 30). about_Logging_Windows. Retrieved September 28, 2021.', 'source_name': 'Microsoft PowerShell Logging'}, {'url': 'https://www.fireeye.com/blog/threat-research/2016/02/greater_visibilityt.html', 'description': 'Dunwoody, M. (2016, February 11). Greater Visibility Through PowerShell Logging. Retrieved September 28, 2021.', 'source_name': 'FireEye PowerShell Logging'}, {'url': 'https://docs.microsoft.com/en-us/windows/win32/amsi/antimalware-scan-interface-portal', 'description': 'Microsoft. (2019, April 19). Antimalware Scan Interface (AMSI). Retrieved September 28, 2021.', 'source_name': 'Microsoft AMSI'}]","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-source","x-mitre-data-source--4523e7f3-8de2-4078-96f8-1227eb537159","2021-10-20T15:05:19.272664Z","2021-11-10T09:30:48.698218Z","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Sensor Health","1.0","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['Windows', 'Linux', 'macOS']","Information from host telemetry providing insights about system status, errors, or other notable functional activity","['Host']","['Center for Threat-Informed Defense (CTID)']","[{'url': 'https://attack.mitre.org/datasources/DS0013', 'external_id': 'DS0013', 'source_name': 'mitre-attack'}]","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-source","x-mitre-data-source--d710099e-df94-4be4-bf85-cabd30e912bb","2021-10-20T15:05:19.273300Z","2021-11-10T09:30:48.698295Z","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Service","1.0","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['Windows', 'Linux', 'macOS']","A computer process that is configured to execute continuously in the background and perform system tasks, in some cases before any user has logged in(Citation: Microsoft Services)(Citation: Linux Services Run Levels)","['Host']","['Center for Threat-Informed Defense (CTID)']","[{'url': 'https://attack.mitre.org/datasources/DS0019', 'external_id': 'DS0019', 'source_name': 'mitre-attack'}, {'url': 'https://docs.microsoft.com/en-us/dotnet/framework/windows-services/introduction-to-windows-service-applications', 'description': 'Microsoft. (2017, March 30). Introduction to Windows Service Applications. Retrieved September 28, 2021.', 'source_name': 'Microsoft Services'}, {'url': 'https://www.linux.com/news/introduction-services-runlevels-and-rcd-scripts/', 'description': 'The Linux Foundation. (2006, January 11). An introduction to services, runlevels, and rc.d scripts. Retrieved September 28, 2021.', 'source_name': 'Linux Services Run Levels'}]","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-source","x-mitre-data-source--6d7de3b7-283d-48f9-909c-60d123d9d768","2021-10-20T15:05:19.273471Z","2021-11-10T09:30:48.698426Z","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Snapshot","1.0","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['IaaS']","A point-in-time copy of cloud volumes (files, settings, etc.) that can be created and/or deployed in cloud environments(Citation: Microsoft Snapshot)(Citation: Amazon Snapshots)","['Cloud Control Plane']","['Center for Threat-Informed Defense (CTID)']","[{'url': 'https://attack.mitre.org/datasources/DS0020', 'external_id': 'DS0020', 'source_name': 'mitre-attack'}, {'url': 'https://docs.microsoft.com/en-us/azure/virtual-machines/linux/snapshot-copy-managed-disk', 'description': 'Microsoft. (2021, September 16). Create a snapshot of a virtual hard disk. Retrieved October 13, 2021.', 'source_name': 'Microsoft Snapshot'}, {'url': 'https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/EBSSnapshots.html', 'description': 'Amazon. (n.d.). Amazon EBS snapshots. Retrieved October 13, 2021.', 'source_name': 'Amazon Snapshots'}]","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-source","x-mitre-data-source--0b4f86ed-f4ab-46a3-8ed1-175be1974da6","2021-10-20T15:05:19.271422Z","2021-11-10T09:30:48.698605Z","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","User Account","1.0","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['Windows', 'Linux', 'macOS', 'IaaS', 'SaaS', 'Office 365', 'Azure AD', 'Containers', 'Google Workspace']","A profile representing a user, device, service, or application used to authenticate and access resources","['Host', 'Cloud Control Plane', 'Container']","['Center for Threat-Informed Defense (CTID)']","[{'url': 'https://attack.mitre.org/datasources/DS0002', 'external_id': 'DS0002', 'source_name': 'mitre-attack'}]","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-source","x-mitre-data-source--b0b6d26f-3747-4444-ac7a-239a6ff80cb5","2021-10-20T15:05:19.275065Z","2021-11-10T09:30:48.698797Z","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Volume","1.0","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['IaaS', 'Windows', 'Linux', 'macOS']","Block object storage hosted on-premise or by third-party providers, typically made available to resources as virtualized hard drives(Citation: Amazon S3)(Citation: Azure Blob Storage)(Citation: Google Cloud Storage)","['Cloud Control Plane', 'Host']","['Center for Threat-Informed Defense (CTID)']","[{'url': 'https://attack.mitre.org/datasources/DS0034', 'external_id': 'DS0034', 'source_name': 'mitre-attack'}, {'url': 'https://aws.amazon.com/s3/', 'description': 'Amazon. (n.d.). Amazon S3. Retrieved October 13, 2021.', 'source_name': 'Amazon S3'}, {'url': 'https://azure.microsoft.com/en-us/services/storage/blobs/', 'description': 'Microsoft. (n.d.). Azure Blob Storage. Retrieved October 13, 2021.', 'source_name': 'Azure Blob Storage'}, {'url': 'https://cloud.google.com/storage', 'description': 'Google. (n.d.). Cloud Storage. Retrieved October 13, 2021.', 'source_name': 'Google Cloud Storage'}]","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-source","x-mitre-data-source--1e26f222-e27e-4bfa-830c-fa4b4f18b5e4","2021-10-20T15:05:19.271876Z","2021-10-20T15:05:19.271876Z","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Web Credential","1.0","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['Windows', 'Linux', 'macOS', 'SaaS', 'Office 365', 'Azure AD', 'Google Workspace']","Credential material, such as session cookies or tokens, used to authenticate to web applications and services(Citation: Medium Authentication Tokens)(Citation: Auth0 Access Tokens)","['Host', 'Cloud Control Plane']","[]","[{'url': 'https://attack.mitre.org/datasources/DS0006', 'external_id': 'DS0006', 'source_name': 'mitre-attack'}, {'url': 'https://medium.com/@sherryhsu/session-vs-token-based-authentication-11a6c5ac45e4', 'description': 'Hsu, S. (2018, June 30). Session vs Token Based Authentication. Retrieved September 29, 2021.', 'source_name': 'Medium Authentication Tokens'}, {'url': 'https://auth0.com/docs/tokens/access-tokens', 'description': 'Auth0. (n.d.). Access Tokens. Retrieved September 29, 2021.', 'source_name': 'Auth0 Access Tokens'}]","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-source","x-mitre-data-source--0f42a24c-e035-4f93-a91c-5f7076bd8da0","2021-10-20T15:05:19.273872Z","2021-10-20T15:05:19.273872Z","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Windows Registry","1.0","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['Windows']","A Windows OS hierarchical database that stores much of the information and settings for software programs, hardware devices, user preferences, and operating-system configurations(Citation: Microsoft Registry)","['Host']","[]","[{'url': 'https://attack.mitre.org/datasources/DS0024', 'external_id': 'DS0024', 'source_name': 'mitre-attack'}, {'url': 'https://docs.microsoft.com/en-us/windows/win32/sysinfo/registry', 'description': 'Microsoft. (2018, May 31). Registry. Retrieved September 29, 2021.', 'source_name': 'Microsoft Registry'}]","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-source","x-mitre-data-source--2cd6cc81-d86e-4595-a4f0-43f5519f14e6","2021-10-20T15:05:19.271772Z","2021-11-10T09:30:48.699233Z","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","WMI","1.0","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['Windows']","The infrastructure for management data and operations that enables local and remote management of Windows personal computers and servers(Citation: Microsoft WMI System Classes)(Citation: Microsoft WMI Architecture)","['Host']","['Center for Threat-Informed Defense (CTID)']","[{'url': 'https://attack.mitre.org/datasources/DS0005', 'external_id': 'DS0005', 'source_name': 'mitre-attack'}, {'url': 'https://docs.microsoft.com/en-us/windows/win32/wmisdk/wmi-system-classes', 'description': 'Microsoft. (2018, May 31). WMI System Classes. Retrieved September 29, 2021.', 'source_name': 'Microsoft WMI System Classes'}, {'url': 'https://docs.microsoft.com/en-us/windows/win32/wmisdk/wmi-architecture', 'description': 'Microsoft. (2018, May 31). WMI Architecture. Retrieved September 29, 2021.', 'source_name': 'Microsoft WMI Architecture'}]","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
